Name, Team, Year, IP, ER, Decision, Earned Wins, Earned Losses
Max Scherzer , Nationals , 2015 , 7.67 , 0 , L , 0.83 , 0.03
Jordan Zimmermann , Nationals , 2015 , 6.0 , 1 , W , 0.51 , 0.11
Stephen Strasburg , Nationals , 2015 , 5.33 , 3 , L , 0.25 , 0.36
Gio Gonzalez , Nationals , 2015 , 6.33 , 3 , L , 0.29 , 0.36
Doug Fister , Nationals , 2015 , 6.33 , 0 , N , 0.66 , 0.04
Max Scherzer , Nationals , 2015 , 6.0 , 1 , N , 0.51 , 0.11
Jordan Zimmermann , Nationals , 2015 , 2.33 , 7 , L , 0.0 , 0.88
Stephen Strasburg , Nationals , 2015 , 5.33 , 5 , N , 0.1 , 0.62
Gio Gonzalez , Nationals , 2015 , 6.0 , 4 , W , 0.19 , 0.5
Doug Fister , Nationals , 2015 , 6.67 , 1 , W , 0.62 , 0.09
Max Scherzer , Nationals , 2015 , 8.0 , 1 , W , 0.64 , 0.15
Jordan Zimmermann , Nationals , 2015 , 6.33 , 2 , L , 0.4 , 0.23
Stephen Strasburg , Nationals , 2015 , 7.33 , 1 , W , 0.59 , 0.11
Gio Gonzalez , Nationals , 2015 , 6.0 , 0 , N , 0.66 , 0.04
Doug Fister , Nationals , 2015 , 6.0 , 4 , N , 0.19 , 0.5
Max Scherzer , Nationals , 2015 , 7.0 , 2 , L , 0.46 , 0.23
Jordan Zimmermann , Nationals , 2015 , 6.0 , 2 , N , 0.4 , 0.23
Stephen Strasburg , Nationals , 2015 , 6.0 , 4 , L , 0.19 , 0.5
Gio Gonzalez , Nationals , 2015 , 5.0 , 6 , L , 0.08 , 0.7
Doug Fister , Nationals , 2015 , 5.67 , 4 , L , 0.17 , 0.51
A.J. Cole , Nationals , 2015 , 2.0 , 4 , N , 0.0 , 0.59
Jordan Zimmermann , Nationals , 2015 , 7.0 , 3 , W , 0.34 , 0.37
Stephen Strasburg , Nationals , 2015 , 5.33 , 2 , W , 0.35 , 0.24
Max Scherzer , Nationals , 2015 , 7.0 , 1 , L , 0.59 , 0.11
Gio Gonzalez , Nationals , 2015 , 7.0 , 0 , W , 0.73 , 0.04
Doug Fister , Nationals , 2015 , 6.33 , 0 , W , 0.66 , 0.04
Jordan Zimmermann , Nationals , 2015 , 7.0 , 1 , N , 0.59 , 0.11
Stephen Strasburg , Nationals , 2015 , 3.0 , 2 , L , 0.0 , 0.39
Max Scherzer , Nationals , 2015 , 7.0 , 5 , W , 0.18 , 0.64
Gio Gonzalez , Nationals , 2015 , 7.0 , 2 , W , 0.46 , 0.23
Doug Fister , Nationals , 2015 , 6.67 , 3 , N , 0.36 , 0.33
Jordan Zimmermann , Nationals , 2015 , 6.0 , 3 , N , 0.29 , 0.36
Max Scherzer , Nationals , 2015 , 7.0 , 1 , W , 0.59 , 0.11
Stephen Strasburg , Nationals , 2015 , 3.33 , 7 , L , 0.0 , 0.84
Gio Gonzalez , Nationals , 2015 , 5.0 , 5 , N , 0.1 , 0.62
Doug Fister , Nationals , 2015 , 2.0 , 7 , L , 0.0 , 0.88
Jordan Zimmermann , Nationals , 2015 , 6.0 , 0 , W , 0.66 , 0.04
Max Scherzer , Nationals , 2015 , 7.0 , 0 , W , 0.73 , 0.04
