Name, Team, Year, Games Started, IP, ERA, EWA, Record, Earned Record, Support/Luck
Rick Langford , Athletics , 1978 , 24 , 142.66 , 3.34 , 0.41 , 6 - 12 , 9.8 - 7.09 , -8.72
Matt Keough , Athletics , 1978 , 32 , 197.34 , 3.24 , 0.42 , 8 - 15 , 13.29 - 9.74 , -10.55
Alan Wirth , Athletics , 1978 , 14 , 72.0 , 3.5 , 0.32 , 4 - 6 , 4.44 - 4.25 , -2.18
John Henry Johnson , Athletics , 1978 , 30 , 177.02 , 3.51 , 0.35 , 11 - 10 , 10.59 - 9.91 , 0.32
Pete Broberg , Athletics , 1978 , 26 , 136.99 , 4.4 , 0.3 , 8 - 11 , 7.7 - 9.81 , -0.89
Steve Renko , Athletics , 1978 , 25 , 142.99 , 4.28 , 0.36 , 6 - 12 , 8.89 - 9.16 , -5.73
Mike Morgan , Athletics , 1978 , 3 , 12.33 , 7.3 , 0.27 , 0 - 3 , 0.8 - 1.45 , -2.34
Tim Conroy , Athletics , 1978 , 2 , 4.66 , 7.73 , 0.0 , 0 - 0 , 0.0 - 0.79 , 0.79
Craig Minetto , Athletics , 1978 , 1 , 3.33 , 5.41 , 0.0 , 0 - 0 , 0.0 - 0.39 , 0.39
Mike Norris , Athletics , 1978 , 5 , 23.0 , 6.65 , 0.15 , 0 - 5 , 0.74 - 2.52 , -3.22
Rick Langford , Athletics , 1979 , 29 , 203.0 , 4.12 , 0.4 , 11 - 16 , 11.66 - 10.82 , -5.84
Matt Keough , Athletics , 1979 , 28 , 173.66 , 4.92 , 0.3 , 2 - 17 , 8.52 - 12.52 , -11.0
Mike Norris , Athletics , 1979 , 18 , 117.0 , 4.62 , 0.35 , 5 - 8 , 6.29 - 7.51 , -1.78
John Henry Johnson , Athletics , 1979 , 13 , 81.0 , 4.44 , 0.35 , 1 - 8 , 4.58 - 4.87 , -6.7
Alan Wirth , Athletics , 1979 , 1 , 7.0 , 2.57 , 0.46 , 1 - 0 , 0.46 - 0.23 , 0.78
Craig Minetto , Athletics , 1979 , 13 , 63.98 , 5.35 , 0.18 , 1 - 5 , 2.32 - 5.81 , -0.52
Dave Hamilton , Athletics , 1979 , 7 , 34.01 , 4.76 , 0.23 , 1 - 4 , 1.59 - 2.76 , -1.84
Steve McCatty , Athletics , 1979 , 23 , 169.67 , 4.4 , 0.44 , 9 - 11 , 10.12 - 9.22 , -2.9
Mike Morgan , Athletics , 1979 , 13 , 77.35 , 5.93 , 0.23 , 2 - 10 , 2.94 - 6.64 , -4.29
Brian Kingman , Athletics , 1979 , 17 , 111.0 , 4.3 , 0.42 , 7 - 7 , 7.08 - 6.17 , -0.92
Rick Langford , Athletics , 1980 , 33 , 287.68 , 3.28 , 0.56 , 18 - 12 , 18.45 - 10.69 , -1.76
Matt Keough , Athletics , 1980 , 32 , 246.33 , 2.81 , 0.54 , 16 - 13 , 17.15 - 8.87 , -5.28
Brian Kingman , Athletics , 1980 , 30 , 204.63 , 3.87 , 0.42 , 8 - 19 , 12.6 - 10.7 , -12.89
Mike Norris , Athletics , 1980 , 33 , 284.34 , 2.53 , 0.56 , 22 - 9 , 18.49 - 8.46 , 2.97
Steve McCatty , Athletics , 1980 , 31 , 220.33 , 3.8 , 0.43 , 14 - 13 , 13.35 - 11.08 , -1.27
Dave Hamilton , Athletics , 1980 , 1 , 4.67 , 3.85 , 0.0 , 0 - 0 , 0.0 - 0.4 , 0.4
Craig Minetto , Athletics , 1980 , 1 , 4.33 , 8.31 , 0.0 , 0 - 1 , 0.0 - 0.6 , -0.4
Bob Lacey , Athletics , 1980 , 1 , 9.0 , 0 , 0.96 , 1 - 0 , 0.96 - 0.01 , 0.04
Mike Norris , Athletics , 1981 , 23 , 172.66 , 3.75 , 0.48 , 12 - 9 , 10.99 - 8.31 , 0.31
Rick Langford , Athletics , 1981 , 24 , 195.32 , 3.0 , 0.58 , 12 - 10 , 13.8 - 6.79 , -5.01
Matt Keough , Athletics , 1981 , 19 , 140.33 , 3.4 , 0.49 , 10 - 6 , 9.39 - 6.2 , 0.81
Steve McCatty , Athletics , 1981 , 22 , 185.68 , 2.33 , 0.6 , 14 - 7 , 13.22 - 4.96 , -1.26
Brian Kingman , Athletics , 1981 , 15 , 93.99 , 3.73 , 0.35 , 3 - 6 , 5.2 - 5.31 , -2.89
Tom Underwood , Athletics , 1981 , 5 , 32.67 , 3.03 , 0.4 , 1 - 0 , 2.01 - 1.49 , 0.48
Ed Figueroa , Athletics , 1981 , 1 , 4.0 , 4.5 , 0.0 , 0 - 0 , 0.0 - 0.38 , 0.38
Rick Langford , Athletics , 1982 , 31 , 234.65 , 4.14 , 0.43 , 11 - 16 , 13.31 - 12.46 , -5.84
Mike Norris , Athletics , 1982 , 28 , 166.32 , 4.76 , 0.33 , 7 - 11 , 9.32 - 11.53 , -1.79
Matt Keough , Athletics , 1982 , 34 , 209.35 , 5.72 , 0.33 , 11 - 18 , 11.35 - 16.14 , -2.21
Steve McCatty , Athletics , 1982 , 20 , 125.67 , 3.94 , 0.35 , 6 - 3 , 7.07 - 6.55 , 2.47
Tom Underwood , Athletics , 1982 , 10 , 64.33 , 4.06 , 0.42 , 5 - 3 , 4.16 - 3.58 , 1.42
Jeff Jones , Athletics , 1982 , 2 , 9.0 , 3.0 , 0.18 , 1 - 0 , 0.35 - 0.49 , 1.14
Bo McLaughlin , Athletics , 1982 , 2 , 15.67 , 4.59 , 0.28 , 0 - 2 , 0.56 - 1.02 , -1.54
Dave Beard , Athletics , 1982 , 2 , 8.66 , 10.39 , 0.04 , 0 - 2 , 0.08 - 1.33 , -0.76
Brian Kingman , Athletics , 1982 , 20 , 117.31 , 4.6 , 0.27 , 3 - 12 , 5.48 - 8.19 , -6.29
Preston Hanna , Athletics , 1982 , 2 , 10.33 , 6.1 , 0.24 , 0 - 2 , 0.49 - 1.05 , -1.44
Tim Conroy , Athletics , 1982 , 5 , 25.33 , 3.55 , 0.38 , 2 - 2 , 1.91 - 1.4 , -0.52
Chris Codiroli , Athletics , 1982 , 3 , 16.67 , 4.32 , 0.36 , 1 - 2 , 1.08 - 1.15 , -0.93
Steve Baker , Athletics , 1982 , 3 , 16.0 , 5.63 , 0.17 , 1 - 1 , 0.51 - 1.36 , 0.85
Rick Langford , Athletics , 1983 , 7 , 20.01 , 12.14 , 0.04 , 0 - 4 , 0.25 - 4.2 , -0.05
Mike Norris , Athletics , 1983 , 16 , 88.67 , 3.76 , 0.29 , 4 - 5 , 4.63 - 5.28 , -0.35
Tom Underwood , Athletics , 1983 , 15 , 76.33 , 5.54 , 0.28 , 5 - 5 , 4.21 - 6.09 , 1.88
Chris Codiroli , Athletics , 1983 , 31 , 187.67 , 4.32 , 0.41 , 11 - 11 , 12.59 - 10.77 , -1.82
Matt Keough , Athletics , 1983 , 4 , 20.66 , 6.97 , 0.17 , 0 - 3 , 0.66 - 2.08 , -1.58
Bill Krueger , Athletics , 1983 , 16 , 106.32 , 3.72 , 0.42 , 6 - 6 , 6.67 - 5.31 , -1.36
Tim Conroy , Athletics , 1983 , 18 , 104.67 , 4.73 , 0.3 , 5 - 10 , 5.44 - 7.47 , -2.98
Steve McCatty , Athletics , 1983 , 24 , 146.31 , 4.12 , 0.32 , 6 - 9 , 7.75 - 9.18 , -1.57
Curt Young , Athletics , 1983 , 2 , 6.66 , 14.86 , 0.0 , 0 - 1 , 0.0 - 1.56 , 0.56
Ben Callahan , Athletics , 1983 , 2 , 7.33 , 9.82 , 0.26 , 1 - 1 , 0.51 - 1.05 , 0.54
Jeff Jones , Athletics , 1983 , 1 , 6.33 , 2.84 , 0.4 , 0 - 0 , 0.4 - 0.23 , -0.16
Steve Baker , Athletics , 1983 , 1 , 0.33 , 81.82 , 0.0 , 0 - 1 , 0.0 - 0.74 , -0.26
Gorman Heimueller , Athletics , 1983 , 14 , 81.33 , 4.54 , 0.32 , 3 - 5 , 4.48 - 5.43 , -1.05
Mike Warren , Athletics , 1983 , 9 , 63.0 , 3.29 , 0.41 , 5 - 2 , 3.66 - 2.74 , 2.08
Mark Smith , Athletics , 1983 , 1 , 3.67 , 4.9 , 0.0 , 0 - 0 , 0.0 - 0.4 , 0.4
Ed Farmer , Athletics , 1983 , 1 , 4.0 , 4.5 , 0.0 , 0 - 0 , 0.0 - 0.38 , 0.38
Steve McCatty , Athletics , 1984 , 30 , 177.34 , 4.77 , 0.3 , 7 - 13 , 9.01 - 12.07 , -2.94
Tim Conroy , Athletics , 1984 , 14 , 63.35 , 5.26 , 0.24 , 1 - 6 , 3.32 - 5.57 , -2.76
Lary Sorensen , Athletics , 1984 , 21 , 124.68 , 5.34 , 0.29 , 5 - 11 , 6.18 - 9.75 , -2.44
Mike Warren , Athletics , 1984 , 12 , 65.33 , 5.51 , 0.22 , 3 - 6 , 2.65 - 5.33 , -0.32
Ray Burris , Athletics , 1984 , 28 , 195.33 , 3.32 , 0.43 , 12 - 10 , 11.91 - 9.09 , -0.82
Chris Codiroli , Athletics , 1984 , 14 , 67.32 , 4.81 , 0.29 , 6 - 4 , 4.01 - 5.11 , 3.1
Bill Krueger , Athletics , 1984 , 24 , 137.97 , 4.83 , 0.31 , 10 - 10 , 7.54 - 10.08 , 2.54
Curt Young , Athletics , 1984 , 17 , 106.01 , 4.08 , 0.39 , 9 - 4 , 6.68 - 6.11 , 4.43
Rick Langford , Athletics , 1984 , 2 , 7.66 , 9.4 , 0.0 , 0 - 0 , 0.0 - 1.19 , 1.19
Chris Codiroli , Athletics , 1985 , 37 , 225.99 , 4.46 , 0.31 , 14 - 14 , 11.5 - 14.79 , 3.3
Bill Krueger , Athletics , 1985 , 23 , 133.0 , 4.74 , 0.31 , 8 - 10 , 7.2 - 8.92 , -0.28
Curt Young , Athletics , 1985 , 7 , 30.34 , 9.2 , 0.08 , 0 - 4 , 0.56 - 4.12 , -0.45
Don Sutton , Athletics , 1985 , 29 , 194.32 , 3.89 , 0.39 , 13 - 8 , 11.18 - 10.3 , 4.11
Mike Warren , Athletics , 1985 , 6 , 24.32 , 8.14 , 0.03 , 0 - 4 , 0.17 - 3.32 , -0.85
Steve McCatty , Athletics , 1985 , 9 , 45.66 , 6.31 , 0.22 , 3 - 3 , 1.95 - 3.96 , 2.01
Tim Birtsas , Athletics , 1985 , 25 , 134.34 , 4.09 , 0.33 , 10 - 6 , 8.21 - 8.37 , 4.17
Rick Langford , Athletics , 1985 , 3 , 11.67 , 7.71 , 0.08 , 0 - 2 , 0.25 - 1.45 , -0.8
Tommy John , Athletics , 1985 , 11 , 47.99 , 6.19 , 0.25 , 2 - 6 , 2.73 - 4.78 , -1.95
Steve Mura , Athletics , 1985 , 1 , 5.33 , 5.07 , 0.25 , 0 - 0 , 0.25 - 0.36 , 0.11
Jose Rijo , Athletics , 1985 , 9 , 53.33 , 3.88 , 0.37 , 4 - 3 , 3.35 - 2.9 , 0.55
Tim Conroy , Athletics , 1985 , 2 , 8.33 , 4.32 , 0.2 , 0 - 1 , 0.4 - 0.67 , -0.73
Chris Codiroli , Athletics , 1986 , 16 , 91.67 , 4.03 , 0.36 , 5 - 8 , 5.77 - 5.41 , -3.36
Jose Rijo , Athletics , 1986 , 26 , 180.99 , 4.38 , 0.35 , 9 - 7 , 9.18 - 10.8 , 3.62
Moose Haas , Athletics , 1986 , 12 , 72.34 , 2.74 , 0.4 , 7 - 2 , 4.84 - 2.87 , 3.04
Rick Langford , Athletics , 1986 , 11 , 46.68 , 7.9 , 0.18 , 1 - 8 , 1.93 - 5.62 , -3.31
Joaquin Andujar , Athletics , 1986 , 26 , 153.32 , 3.87 , 0.38 , 12 - 7 , 9.91 - 7.86 , 2.95
Curt Young , Athletics , 1986 , 27 , 190.32 , 3.55 , 0.44 , 12 - 9 , 11.95 - 9.21 , 0.26
Eric Plunk , Athletics , 1986 , 15 , 88.65 , 5.28 , 0.26 , 4 - 6 , 3.96 - 6.69 , 0.73
Dave Stewart , Athletics , 1986 , 17 , 118.34 , 3.35 , 0.45 , 9 - 5 , 7.7 - 5.25 , 1.55
Bill Mooneyham , Athletics , 1986 , 6 , 30.99 , 6.39 , 0.17 , 0 - 2 , 1.04 - 2.85 , -0.19
Bill Krueger , Athletics , 1986 , 3 , 16.0 , 9.0 , 0.07 , 1 - 1 , 0.22 - 2.04 , 1.83
Rick Rodriguez , Athletics , 1986 , 3 , 16.34 , 6.61 , 0.2 , 1 - 2 , 0.6 - 1.54 , -0.06
Curt Young , Athletics , 1987 , 31 , 202.99 , 4.08 , 0.38 , 13 - 7 , 11.67 - 11.34 , 5.67
Eric Plunk , Athletics , 1987 , 11 , 55.33 , 5.53 , 0.22 , 1 - 4 , 2.43 - 4.67 , -0.77
Chris Codiroli , Athletics , 1987 , 3 , 11.33 , 8.74 , 0.12 , 0 - 2 , 0.35 - 1.57 , -0.78
Dave Stewart , Athletics , 1987 , 37 , 261.33 , 3.68 , 0.43 , 20 - 13 , 16.0 - 12.67 , 3.67
Jose Rijo , Athletics , 1987 , 14 , 71.99 , 6.13 , 0.2 , 2 - 7 , 2.82 - 6.51 , -1.32
Joaquin Andujar , Athletics , 1987 , 13 , 60.67 , 6.08 , 0.19 , 3 - 5 , 2.43 - 5.69 , 1.25
Moose Haas , Athletics , 1987 , 9 , 40.66 , 5.76 , 0.24 , 2 - 2 , 2.13 - 3.56 , 1.43
Dennis Eckersley , Athletics , 1987 , 2 , 11.66 , 6.95 , 0.19 , 0 - 2 , 0.37 - 1.06 , -1.31
Steve Ontiveros , Athletics , 1987 , 22 , 125.66 , 3.94 , 0.32 , 9 - 6 , 7.09 - 7.51 , 3.42
Dennis Lamp , Athletics , 1987 , 5 , 19.66 , 5.04 , 0.28 , 1 - 3 , 1.38 - 1.95 , -1.43
Gene Nelson , Athletics , 1987 , 6 , 28.66 , 5.34 , 0.28 , 1 - 3 , 1.67 - 2.37 , -1.3
Storm Davis , Athletics , 1987 , 5 , 30.33 , 3.26 , 0.33 , 1 - 1 , 1.64 - 1.46 , -0.18
Rick Honeycutt , Athletics , 1987 , 4 , 18.67 , 5.78 , 0.23 , 1 - 3 , 0.93 - 1.65 , -1.28
Dave Stewart , Athletics , 1988 , 37 , 275.65 , 3.23 , 0.47 , 21 - 12 , 17.23 - 11.93 , 3.7
Bob Welch , Athletics , 1988 , 36 , 244.66 , 3.64 , 0.43 , 17 - 9 , 15.63 - 11.88 , 4.25
Curt Young , Athletics , 1988 , 26 , 156.33 , 4.15 , 0.35 , 11 - 8 , 9.19 - 9.17 , 2.98
Storm Davis , Athletics , 1988 , 33 , 201.66 , 3.7 , 0.37 , 16 - 7 , 12.09 - 10.29 , 7.21
Gene Nelson , Athletics , 1988 , 1 , 3.67 , 9.81 , 0.0 , 0 - 1 , 0.0 - 0.62 , -0.38
Steve Ontiveros , Athletics , 1988 , 10 , 54.66 , 4.61 , 0.27 , 3 - 4 , 2.7 - 3.76 , 0.05
Todd Burns , Athletics , 1988 , 14 , 95.33 , 3.3 , 0.45 , 7 - 2 , 6.27 - 4.21 , 2.94
Rich Bordi , Athletics , 1988 , 2 , 7.67 , 4.69 , 0.24 , 0 - 1 , 0.47 - 0.64 , -0.83
Jim Corsi , Athletics , 1988 , 1 , 5.0 , 10.8 , 0.08 , 0 - 0 , 0.08 - 0.7 , 0.62
Dave Otto , Athletics , 1988 , 2 , 6.0 , 3.0 , 0.0 , 0 - 0 , 0.0 - 0.41 , 0.41
Dave Stewart , Athletics , 1989 , 36 , 257.66 , 3.32 , 0.46 , 21 - 9 , 16.4 - 11.51 , 7.11
Bob Welch , Athletics , 1989 , 33 , 209.66 , 3.0 , 0.42 , 17 - 8 , 14.02 - 9.33 , 4.31
Storm Davis , Athletics , 1989 , 31 , 169.33 , 4.36 , 0.32 , 19 - 7 , 9.95 - 10.79 , 12.83
Curt Young , Athletics , 1989 , 20 , 105.33 , 3.93 , 0.35 , 5 - 9 , 7.06 - 6.16 , -4.89
Mike Moore , Athletics , 1989 , 35 , 241.66 , 2.61 , 0.5 , 19 - 11 , 17.58 - 9.02 , -0.56
Todd Burns , Athletics , 1989 , 2 , 12.34 , 1.46 , 0.58 , 1 - 0 , 1.16 - 0.24 , 0.07
Matt Young , Athletics , 1989 , 4 , 17.34 , 6.23 , 0.17 , 0 - 2 , 0.69 - 1.74 , -0.95
Dave Otto , Athletics , 1989 , 1 , 6.67 , 2.7 , 0.53 , 0 - 0 , 0.53 - 0.18 , -0.35
Dave Stewart , Athletics , 1990 , 36 , 267.0 , 2.56 , 0.51 , 22 - 11 , 18.48 - 9.53 , 2.05
Bob Welch , Athletics , 1990 , 35 , 238.0 , 2.95 , 0.46 , 27 - 6 , 15.99 - 9.89 , 14.9
Mike Moore , Athletics , 1990 , 33 , 199.32 , 4.65 , 0.31 , 13 - 15 , 10.35 - 13.26 , 0.91
Scott Sanderson , Athletics , 1990 , 34 , 206.31 , 3.88 , 0.36 , 17 - 11 , 12.23 - 11.46 , 5.23
Curt Young , Athletics , 1990 , 21 , 109.34 , 4.53 , 0.33 , 9 - 6 , 6.91 - 7.31 , 3.39
Todd Burns , Athletics , 1990 , 2 , 12.67 , 2.13 , 0.51 , 1 - 0 , 1.01 - 0.31 , 0.29
Reggie Harris , Athletics , 1990 , 1 , 6.0 , 1.5 , 0.51 , 0 - 0 , 0.51 - 0.11 , -0.4
Dave Stewart , Athletics , 1991 , 35 , 225.98 , 5.18 , 0.28 , 11 - 11 , 9.75 - 16.14 , 6.39
Bob Welch , Athletics , 1991 , 35 , 220.01 , 4.58 , 0.36 , 12 - 13 , 12.77 - 13.86 , 0.1
Joe Slusarski , Athletics , 1991 , 19 , 106.32 , 5.42 , 0.25 , 5 - 7 , 4.69 - 8.36 , 1.67
Mike Moore , Athletics , 1991 , 33 , 209.99 , 2.96 , 0.44 , 17 - 8 , 14.6 - 8.79 , 3.2
Kirk Dressendorfer , Athletics , 1991 , 7 , 34.67 , 5.45 , 0.23 , 3 - 3 , 1.59 - 2.77 , 1.19
Curt Young , Athletics , 1991 , 1 , 5.67 , 7.94 , 0.13 , 0 - 1 , 0.13 - 0.61 , -0.51
Andy Hawkins , Athletics , 1991 , 14 , 76.66 , 4.81 , 0.27 , 4 - 4 , 3.74 - 5.36 , 1.62
Eric Show , Athletics , 1991 , 5 , 27.66 , 3.9 , 0.35 , 1 - 2 , 1.73 - 1.52 , -1.22
Ron Darling , Athletics , 1991 , 12 , 75.01 , 4.08 , 0.38 , 3 - 7 , 4.59 - 4.17 , -4.42
Todd Van Poppel , Athletics , 1991 , 1 , 4.67 , 9.64 , 0.0 , 0 - 0 , 0.0 - 0.66 , 0.66
Dave Stewart , Athletics , 1992 , 31 , 199.33 , 3.66 , 0.4 , 12 - 10 , 12.3 - 10.13 , -0.17
Mike Moore , Athletics , 1992 , 36 , 222.98 , 4.12 , 0.37 , 17 - 12 , 13.38 - 13.11 , 4.73
Ron Darling , Athletics , 1992 , 33 , 206.34 , 3.66 , 0.39 , 15 - 10 , 13.01 - 10.96 , 2.95
Joe Slusarski , Athletics , 1992 , 14 , 72.0 , 5.75 , 0.22 , 5 - 5 , 3.12 - 5.97 , 2.84
John Briscoe , Athletics , 1992 , 2 , 7.0 , 6.43 , 0.0 , 0 - 1 , 0.0 - 0.9 , -0.1
Bob Welch , Athletics , 1992 , 20 , 123.66 , 3.28 , 0.38 , 11 - 7 , 7.56 - 5.91 , 2.35
Kevin Campbell , Athletics , 1992 , 5 , 23.33 , 3.86 , 0.32 , 1 - 1 , 1.61 - 1.51 , -0.1
Kelly Downs , Athletics , 1992 , 13 , 67.65 , 3.59 , 0.35 , 4 - 5 , 4.55 - 4.09 , -1.45
Gene Nelson , Athletics , 1992 , 2 , 8.66 , 3.12 , 0.24 , 1 - 0 , 0.47 - 0.52 , 1.04
Bobby Witt , Athletics , 1992 , 6 , 31.67 , 3.41 , 0.34 , 1 - 1 , 2.02 - 1.67 , -0.36
Bob Welch , Athletics , 1993 , 28 , 161.66 , 5.34 , 0.27 , 8 - 11 , 7.49 - 12.02 , 1.53
Ron Darling , Athletics , 1993 , 29 , 171.0 , 5.16 , 0.27 , 5 - 9 , 7.88 - 12.66 , 0.78
Storm Davis , Athletics , 1993 , 8 , 40.67 , 5.97 , 0.24 , 1 - 4 , 1.96 - 3.45 , -1.5
Bobby Witt , Athletics , 1993 , 33 , 212.0 , 4.29 , 0.39 , 14 - 13 , 12.88 - 12.43 , 0.56
Shawn Hillegas , Athletics , 1993 , 11 , 47.33 , 7.8 , 0.23 , 2 - 5 , 2.55 - 5.46 , -0.09
Kelly Downs , Athletics , 1993 , 12 , 59.0 , 7.02 , 0.14 , 0 - 6 , 1.66 - 6.19 , -1.47
Curt Young , Athletics , 1993 , 3 , 14.67 , 4.29 , 0.13 , 1 - 1 , 0.4 - 1.14 , 0.74
Joe Slusarski , Athletics , 1993 , 1 , 6.67 , 2.7 , 0.53 , 0 - 0 , 0.53 - 0.18 , -0.35
Mike Mohler , Athletics , 1993 , 9 , 34.0 , 6.88 , 0.12 , 0 - 5 , 1.09 - 3.83 , -2.26
Todd Van Poppel , Athletics , 1993 , 16 , 84.01 , 5.04 , 0.27 , 6 - 6 , 4.28 - 6.17 , 1.89
Steve Karsay , Athletics , 1993 , 8 , 49.0 , 4.04 , 0.35 , 3 - 3 , 2.81 - 2.74 , -0.06
Miguel Jimenez , Athletics , 1993 , 4 , 24.0 , 3.0 , 0.43 , 1 - 0 , 1.74 - 1.01 , 0.27
Bobby Witt , Athletics , 1994 , 24 , 135.67 , 5.04 , 0.34 , 8 - 10 , 8.21 - 9.72 , -0.49
Ron Darling , Athletics , 1994 , 25 , 160.0 , 4.5 , 0.36 , 10 - 11 , 8.91 - 10.23 , 0.31
Bob Welch , Athletics , 1994 , 8 , 34.0 , 9.53 , 0.16 , 0 - 5 , 1.27 - 4.73 , -1.53
Steve Karsay , Athletics , 1994 , 4 , 28.0 , 2.57 , 0.49 , 1 - 1 , 1.96 - 1.11 , -0.85
Todd Van Poppel , Athletics , 1994 , 23 , 116.66 , 6.09 , 0.21 , 7 - 10 , 4.88 - 10.69 , 2.81
Miguel Jimenez , Athletics , 1994 , 7 , 30.67 , 7.92 , 0.12 , 1 - 4 , 0.83 - 3.94 , 0.11
Carlos Reyes , Athletics , 1994 , 9 , 41.34 , 3.48 , 0.18 , 0 - 2 , 1.61 - 2.78 , -0.84
Steve Ontiveros , Athletics , 1994 , 13 , 84.66 , 1.59 , 0.53 , 5 - 2 , 6.95 - 2.2 , -1.75
Mike Mohler , Athletics , 1994 , 1 , 2.33 , 7.73 , 0.0 , 0 - 1 , 0.0 - 0.43 , -0.56
Dave Stewart , Athletics , 1995 , 16 , 80.99 , 6.89 , 0.24 , 3 - 7 , 3.78 - 7.89 , 0.1
Ron Darling , Athletics , 1995 , 21 , 103.99 , 6.23 , 0.22 , 4 - 7 , 4.63 - 9.43 , 1.8
Todd Stottlemyre , Athletics , 1995 , 31 , 209.66 , 4.55 , 0.34 , 14 - 7 , 10.59 - 12.77 , 9.17
Steve Ontiveros , Athletics , 1995 , 22 , 129.68 , 4.37 , 0.38 , 9 - 6 , 8.35 - 7.92 , 2.57
Mike Harkey , Athletics , 1995 , 12 , 60.32 , 6.42 , 0.21 , 4 - 5 , 2.48 - 5.56 , 2.08
Ariel Prieto , Athletics , 1995 , 9 , 51.0 , 5.65 , 0.28 , 2 - 6 , 2.48 - 4.01 , -2.46
Doug Johns , Athletics , 1995 , 9 , 49.99 , 3.78 , 0.38 , 5 - 3 , 3.41 - 2.86 , 1.46
Steve Wojciechowski , Athletics , 1995 , 7 , 37.33 , 5.3 , 0.27 , 2 - 3 , 1.9 - 2.7 , -0.19
Todd Van Poppel , Athletics , 1995 , 14 , 89.99 , 5.6 , 0.28 , 3 - 6 , 3.94 - 6.77 , -0.16
Carlos Reyes , Athletics , 1995 , 1 , 3.0 , 12.0 , 0.0 , 0 - 1 , 0.0 - 0.62 , -0.38
John Wasdin , Athletics , 1995 , 2 , 9.0 , 6.0 , 0.26 , 1 - 1 , 0.51 - 0.8 , 0.29
Carlos Reyes , Athletics , 1996 , 10 , 55.33 , 6.02 , 0.27 , 3 - 7 , 2.71 - 4.46 , -2.25
Ariel Prieto , Athletics , 1996 , 21 , 125.66 , 4.15 , 0.32 , 6 - 7 , 6.63 - 7.74 , 0.11
Todd Van Poppel , Athletics , 1996 , 6 , 27.0 , 10.0 , 0.1 , 0 - 3 , 0.59 - 3.86 , 0.26
Doug Johns , Athletics , 1996 , 23 , 136.99 , 6.04 , 0.25 , 6 - 11 , 5.74 - 11.68 , 0.93
Steve Wojciechowski , Athletics , 1996 , 15 , 78.67 , 5.61 , 0.25 , 5 - 5 , 3.69 - 6.51 , 2.82
Don Wengert , Athletics , 1996 , 25 , 140.34 , 5.64 , 0.28 , 7 - 10 , 6.93 - 11.17 , 1.23
Buddy Groom , Athletics , 1996 , 1 , 3.33 , 8.11 , 0.0 , 0 - 0 , 0.0 - 0.47 , 0.47
Bobby Chouinard , Athletics , 1996 , 11 , 54.66 , 6.59 , 0.17 , 4 - 2 , 1.84 - 5.13 , 5.29
John Wasdin , Athletics , 1996 , 21 , 124.66 , 5.78 , 0.24 , 8 - 7 , 5.09 - 9.98 , 5.89
Willie Adams , Athletics , 1996 , 12 , 76.33 , 4.01 , 0.36 , 3 - 4 , 4.27 - 4.21 , -1.06
Dave Telgheder , Athletics , 1996 , 14 , 77.67 , 4.75 , 0.38 , 4 - 7 , 5.28 - 5.27 , -3.01
Aaron Small , Athletics , 1996 , 3 , 13.0 , 9.0 , 0.16 , 1 - 2 , 0.47 - 1.69 , 0.22
Ariel Prieto , Athletics , 1997 , 22 , 125.0 , 5.04 , 0.28 , 6 - 8 , 6.23 - 8.82 , 0.59
Willie Adams , Athletics , 1997 , 12 , 57.33 , 8.32 , 0.16 , 2 - 5 , 1.88 - 6.95 , 2.07
Steve Karsay , Athletics , 1997 , 24 , 132.65 , 5.77 , 0.25 , 3 - 12 , 6.02 - 10.67 , -4.35
Mike Mohler , Athletics , 1997 , 10 , 54.01 , 6.83 , 0.21 , 0 - 7 , 2.08 - 5.05 , -4.03
Dave Telgheder , Athletics , 1997 , 19 , 97.99 , 6.25 , 0.23 , 4 - 6 , 4.3 - 8.68 , 2.38
Mike Oquist , Athletics , 1997 , 17 , 101.0 , 4.81 , 0.27 , 4 - 5 , 4.64 - 7.04 , 1.4
Don Wengert , Athletics , 1997 , 12 , 59.33 , 7.13 , 0.2 , 2 - 6 , 2.37 - 6.11 , -0.26
Brad Rigby , Athletics , 1997 , 14 , 77.66 , 4.87 , 0.29 , 1 - 7 , 4.1 - 5.47 , -4.63
Steve Wojciechowski , Athletics , 1997 , 2 , 10.33 , 7.84 , 0.14 , 0 - 2 , 0.28 - 1.11 , -1.17
Carlos Reyes , Athletics , 1997 , 6 , 22.66 , 8.34 , 0.16 , 0 - 4 , 0.99 - 2.88 , -2.11
Jimmy Haynes , Athletics , 1997 , 13 , 73.32 , 4.42 , 0.3 , 3 - 6 , 3.85 - 4.83 , -2.02
Andrew Lorraine , Athletics , 1997 , 6 , 24.66 , 7.3 , 0.16 , 3 - 1 , 0.95 - 2.98 , 4.03
Eric Ludwick , Athletics , 1997 , 5 , 22.67 , 8.34 , 0.12 , 1 - 4 , 0.62 - 2.78 , -0.83
Tom Candiotti , Athletics , 1998 , 33 , 201.01 , 4.84 , 0.32 , 11 - 16 , 10.49 - 13.33 , -2.16
Kenny Rogers , Athletics , 1998 , 34 , 238.66 , 3.17 , 0.45 , 16 - 8 , 15.21 - 10.05 , 2.84
Jimmy Haynes , Athletics , 1998 , 33 , 194.31 , 5.09 , 0.29 , 11 - 9 , 9.71 - 13.98 , 6.26
