Name, Team, Year, Games Started, IP, ERA, EWA, Record, Earned Record, Support/Luck
Kenny Rogers , Tigers , 2008 , 30 , 173.67 , 5.7 , 0.27 , 9 - 13 , 7.97 - 13.62 , 1.65
Jeremy Bonderman , Tigers , 2008 , 12 , 71.33 , 4.29 , 0.29 , 3 - 4 , 3.45 - 4.37 , -0.08
Nate Robertson , Tigers , 2008 , 28 , 160.99 , 6.09 , 0.26 , 7 - 11 , 7.18 - 13.47 , 2.3
Dontrelle Willis , Tigers , 2008 , 7 , 22.99 , 9.4 , 0.11 , 0 - 2 , 0.75 - 3.0 , 0.25
Armando Galarraga , Tigers , 2008 , 28 , 175.68 , 3.59 , 0.39 , 13 - 6 , 10.8 - 8.63 , 4.82
Eddie Bonine , Tigers , 2008 , 5 , 26.67 , 5.4 , 0.24 , 2 - 1 , 1.18 - 2.24 , 2.06
Zach Miner , Tigers , 2008 , 13 , 73.32 , 4.3 , 0.36 , 5 - 2 , 4.65 - 4.34 , 2.69
Chris Lambert , Tigers , 2008 , 3 , 11.67 , 6.17 , 0.08 , 1 - 1 , 0.25 - 1.32 , 1.07
Freddy Garcia , Tigers , 2008 , 3 , 15.0 , 4.2 , 0.35 , 1 - 1 , 1.05 - 0.9 , -0.15
Justin Verlander , Tigers , 2009 , 35 , 240.0 , 3.45 , 0.43 , 19 - 9 , 15.02 - 11.57 , 6.54
Edwin Jackson , Tigers , 2009 , 33 , 213.99 , 3.62 , 0.38 , 13 - 9 , 12.64 - 10.96 , 2.32
Zach Miner , Tigers , 2009 , 5 , 23.67 , 5.7 , 0.32 , 2 - 2 , 1.58 - 1.88 , 0.3
Rick Porcello , Tigers , 2009 , 31 , 170.67 , 3.96 , 0.34 , 14 - 9 , 10.45 - 9.75 , 4.3
Armando Galarraga , Tigers , 2009 , 25 , 137.66 , 5.36 , 0.28 , 6 - 10 , 6.89 - 10.44 , -0.45
Dontrelle Willis , Tigers , 2009 , 7 , 33.67 , 7.48 , 0.19 , 1 - 4 , 1.33 - 3.68 , -0.65
Jeremy Bonderman , Tigers , 2009 , 1 , 4.0 , 13.5 , 0.0 , 0 - 1 , 0.0 - 0.79 , -0.21
Alfredo Figaro , Tigers , 2009 , 3 , 12.33 , 8.03 , 0.14 , 1 - 2 , 0.43 - 1.58 , 0.15
Luke French , Tigers , 2009 , 5 , 26.33 , 3.76 , 0.29 , 1 - 2 , 1.45 - 1.5 , -0.95
Eddie Bonine , Tigers , 2009 , 4 , 22.67 , 3.18 , 0.41 , 1 - 1 , 1.63 - 1.0 , -0.63
Jarrod Washburn , Tigers , 2009 , 8 , 43.0 , 7.33 , 0.2 , 1 - 3 , 1.61 - 4.46 , 0.84
Nate Robertson , Tigers , 2009 , 6 , 28.0 , 3.86 , 0.22 , 1 - 3 , 1.31 - 1.91 , -1.4
Justin Verlander , Tigers , 2010 , 33 , 224.33 , 3.37 , 0.42 , 18 - 9 , 13.87 - 10.68 , 5.82
Max Scherzer , Tigers , 2010 , 31 , 195.67 , 3.5 , 0.43 , 12 - 11 , 13.28 - 9.34 , -2.94
Dontrelle Willis , Tigers , 2010 , 8 , 42.32 , 4.68 , 0.29 , 1 - 2 , 2.3 - 2.85 , -0.45
Rick Porcello , Tigers , 2010 , 27 , 162.63 , 4.93 , 0.31 , 10 - 12 , 8.37 - 11.06 , 0.69
Jeremy Bonderman , Tigers , 2010 , 29 , 170.0 , 5.56 , 0.29 , 8 - 10 , 8.3 - 12.64 , 2.34
Brad Thomas , Tigers , 2010 , 2 , 6.0 , 9.0 , 0.0 , 0 - 0 , 0.0 - 1.01 , 1.01
Armando Galarraga , Tigers , 2010 , 24 , 142.68 , 4.54 , 0.31 , 4 - 9 , 7.33 - 9.19 , -3.14
Andrew Oliver , Tigers , 2010 , 5 , 22.01 , 7.36 , 0.16 , 0 - 4 , 0.79 - 2.5 , -2.29
Eddie Bonine , Tigers , 2010 , 1 , 3.33 , 13.51 , 0.0 , 0 - 1 , 0.0 - 0.69 , -0.31
Alfredo Figaro , Tigers , 2010 , 1 , 5.0 , 9.0 , 0.1 , 0 - 1 , 0.1 - 0.62 , -0.49
Phil Coke , Tigers , 2010 , 1 , 1.67 , 10.78 , 0.0 , 0 - 0 , 0.0 - 0.5 , 0.5
Justin Verlander , Tigers , 2011 , 34 , 251.01 , 2.4 , 0.53 , 24 - 5 , 17.88 - 8.58 , 9.7
Brad Penny , Tigers , 2011 , 31 , 181.66 , 5.3 , 0.3 , 11 - 11 , 9.16 - 12.98 , 3.82
Max Scherzer , Tigers , 2011 , 33 , 195.02 , 4.43 , 0.36 , 15 - 9 , 11.87 - 11.82 , 5.95
Rick Porcello , Tigers , 2011 , 31 , 182.01 , 4.75 , 0.32 , 14 - 9 , 9.95 - 11.73 , 6.78
Phil Coke , Tigers , 2011 , 14 , 74.67 , 4.82 , 0.29 , 1 - 7 , 4.01 - 5.16 , -4.85
Andrew Oliver , Tigers , 2011 , 2 , 9.67 , 6.51 , 0.14 , 0 - 1 , 0.29 - 0.97 , -0.31
Charlie Furbush , Tigers , 2011 , 2 , 7.34 , 8.58 , 0.0 , 0 - 2 , 0.0 - 1.15 , -0.85
Duane Below , Tigers , 2011 , 2 , 9.67 , 4.65 , 0.24 , 0 - 1 , 0.47 - 0.73 , -0.75
Jacob Turner , Tigers , 2011 , 3 , 12.66 , 8.53 , 0.12 , 0 - 1 , 0.35 - 1.65 , 0.29
Doug Fister , Tigers , 2011 , 10 , 67.34 , 1.87 , 0.53 , 7 - 1 , 5.34 - 2.01 , 2.67
Justin Verlander , Tigers , 2012 , 33 , 238.33 , 2.64 , 0.51 , 17 - 8 , 16.78 - 8.75 , 0.97
Doug Fister , Tigers , 2012 , 26 , 161.67 , 3.45 , 0.41 , 10 - 10 , 10.58 - 7.78 , -2.8
Max Scherzer , Tigers , 2012 , 32 , 187.66 , 3.74 , 0.34 , 16 - 7 , 10.83 - 10.2 , 8.37
Rick Porcello , Tigers , 2012 , 31 , 176.35 , 4.59 , 0.29 , 10 - 12 , 9.1 - 11.38 , 0.28
Drew Smyly , Tigers , 2012 , 18 , 95.0 , 3.79 , 0.29 , 4 - 3 , 5.15 - 5.41 , 1.26
Adam Wilk , Tigers , 2012 , 3 , 11.0 , 8.18 , 0.12 , 0 - 3 , 0.35 - 1.44 , -1.91
Casey Crosby , Tigers , 2012 , 3 , 12.33 , 9.49 , 0.08 , 1 - 1 , 0.25 - 1.75 , 1.5
Jacob Turner , Tigers , 2012 , 3 , 12.33 , 8.03 , 0.24 , 1 - 1 , 0.72 - 1.37 , 0.64
Duane Below , Tigers , 2012 , 1 , 2.67 , 3.37 , 0.0 , 0 - 0 , 0.0 - 0.28 , 0.28
Anibal Sanchez , Tigers , 2012 , 12 , 74.67 , 3.74 , 0.42 , 4 - 6 , 5.1 - 3.72 , -3.37
Justin Verlander , Tigers , 2013 , 34 , 218.34 , 3.46 , 0.41 , 13 - 12 , 14.06 - 10.63 , -2.42
Anibal Sanchez , Tigers , 2013 , 29 , 182.01 , 2.57 , 0.46 , 14 - 8 , 13.46 - 6.55 , -0.9
Rick Porcello , Tigers , 2013 , 29 , 172.67 , 4.43 , 0.37 , 13 - 8 , 10.76 - 9.93 , 4.18
Doug Fister , Tigers , 2013 , 32 , 207.66 , 3.68 , 0.39 , 14 - 9 , 12.43 - 10.7 , 3.27
Max Scherzer , Tigers , 2013 , 32 , 214.33 , 2.9 , 0.43 , 21 - 3 , 13.91 - 9.02 , 13.11
Jose Alvarez , Tigers , 2013 , 6 , 28.01 , 5.14 , 0.24 , 1 - 4 , 1.46 - 2.19 , -2.27
Justin Verlander , Tigers , 2014 , 32 , 206.01 , 4.54 , 0.32 , 15 - 12 , 10.39 - 12.91 , 5.53
Max Scherzer , Tigers , 2014 , 33 , 220.35 , 3.14 , 0.45 , 18 - 5 , 14.89 - 9.23 , 7.33
Anibal Sanchez , Tigers , 2014 , 21 , 124.99 , 3.46 , 0.34 , 8 - 5 , 7.22 - 6.25 , 2.04
Rick Porcello , Tigers , 2014 , 31 , 202.68 , 3.42 , 0.43 , 15 - 12 , 13.43 - 9.62 , -0.8
Drew Smyly , Tigers , 2014 , 18 , 98.33 , 4.21 , 0.33 , 5 - 9 , 5.91 - 5.94 , -3.96
Robbie Ray , Tigers , 2014 , 6 , 25.99 , 7.62 , 0.25 , 1 - 4 , 1.49 - 2.86 , -1.63
Drew VerHagen , Tigers , 2014 , 1 , 5.0 , 5.4 , 0.25 , 0 - 1 , 0.25 - 0.36 , -0.89
David Price , Tigers , 2014 , 11 , 77.68 , 3.59 , 0.48 , 4 - 4 , 5.28 - 3.44 , -1.84
Buck Farmer , Tigers , 2014 , 2 , 6.33 , 15.64 , 0.09 , 0 - 1 , 0.17 - 1.44 , 0.26
Kyle Lobstein , Tigers , 2014 , 6 , 33.67 , 4.28 , 0.34 , 1 - 2 , 2.01 - 1.93 , -1.08
Kyle Ryan , Tigers , 2014 , 1 , 6.0 , 0 , 0.66 , 1 - 0 , 0.66 - 0.04 , 0.38
David Price , Tigers , 2015 , 21 , 146.01 , 2.53 , 0.54 , 9 - 4 , 11.33 - 4.83 , -1.5
Anibal Sanchez , Tigers , 2015 , 25 , 156.99 , 4.99 , 0.31 , 10 - 10 , 7.8 - 10.76 , 2.96
Shane Greene , Tigers , 2015 , 16 , 81.67 , 6.72 , 0.24 , 4 - 8 , 3.91 - 8.03 , 0.12
Alfredo Simon , Tigers , 2015 , 31 , 187.0 , 5.05 , 0.33 , 13 - 12 , 10.16 - 13.15 , 3.99
Kyle Lobstein , Tigers , 2015 , 11 , 59.0 , 6.1 , 0.27 , 3 - 8 , 2.97 - 5.14 , -2.83
Alex Wilson , Tigers , 2015 , 1 , 3.0 , 0 , 0.0 , 0 - 0 , 0.0 - 0.02 , 0.02
Buck Farmer , Tigers , 2015 , 5 , 23.99 , 8.63 , 0.08 , 0 - 3 , 0.41 - 3.0 , -0.41
Kyle Ryan , Tigers , 2015 , 6 , 30.67 , 5.28 , 0.18 , 0 - 3 , 1.11 - 2.59 , -1.52
Justin Verlander , Tigers , 2015 , 20 , 133.35 , 3.37 , 0.45 , 5 - 8 , 9.0 - 6.01 , -5.99
Daniel Norris , Tigers , 2015 , 8 , 36.66 , 3.68 , 0.26 , 2 - 1 , 2.06 - 2.7 , 1.63
Matt R Boyd , Tigers , 2015 , 10 , 50.0 , 6.48 , 0.24 , 1 - 4 , 2.41 - 4.55 , -0.85
Randy Wolf , Tigers , 2015 , 7 , 33.67 , 6.42 , 0.18 , 0 - 5 , 1.27 - 3.2 , -3.07
Justin Verlander , Tigers , 2016 , 6 , 34.66 , 6.49 , 0.23 , 2 - 3 , 1.37 - 2.92 , 0.55
Anibal Sanchez , Tigers , 2016 , 6 , 30.67 , 5.87 , 0.27 , 3 - 3 , 1.63 - 2.44 , 0.82
Jordan Zimmermann , Tigers , 2016 , 5 , 33.0 , 0.55 , 0.65 , 5 - 0 , 3.27 - 0.33 , 2.06
Mike Pelfrey , Tigers , 2016 , 5 , 25.34 , 5.68 , 0.19 , 0 - 4 , 0.93 - 2.21 , -2.73
Shane Greene , Tigers , 2016 , 3 , 13.33 , 6.75 , 0.13 , 1 - 2 , 0.4 - 1.29 , -0.1
Michael Fulmer , Tigers , 2016 , 1 , 5.0 , 3.6 , 0.35 , 1 - 0 , 0.35 - 0.24 , 0.88
