Name, Team, Year, Games Started, IP, ERA, EWA, Record, Earned Record, Support/Luck
Jack Morris , Tigers , 1989 , 24 , 170.33 , 4.86 , 0.36 , 6 - 14 , 8.76 - 10.84 , -5.92
Jeff Robinson , Tigers , 1989 , 16 , 78.0 , 4.73 , 0.21 , 4 - 5 , 3.42 - 5.9 , 1.48
Doyle Alexander , Tigers , 1989 , 33 , 223.02 , 4.44 , 0.35 , 6 - 18 , 11.42 - 13.87 , -9.55
Frank Tanana , Tigers , 1989 , 33 , 223.68 , 3.58 , 0.4 , 10 - 14 , 13.17 - 11.56 , -5.61
Charles Hudson , Tigers , 1989 , 7 , 41.33 , 6.75 , 0.16 , 1 - 3 , 1.15 - 3.81 , 0.65
Paul Gibson , Tigers , 1989 , 13 , 77.32 , 4.66 , 0.25 , 1 - 5 , 3.3 - 5.11 , -2.18
Mike Trujillo , Tigers , 1989 , 4 , 21.67 , 5.81 , 0.23 , 1 - 2 , 0.93 - 1.86 , -0.07
Randy Nosek , Tigers , 1989 , 2 , 5.34 , 13.48 , 0.0 , 0 - 2 , 0.0 - 1.27 , -0.73
David Palmer , Tigers , 1989 , 5 , 17.34 , 7.79 , 0.1 , 0 - 3 , 0.47 - 2.36 , -1.11
Mike Schwabe , Tigers , 1989 , 4 , 18.0 , 6.5 , 0.19 , 1 - 3 , 0.76 - 1.81 , -0.95
Brad Havens , Tigers , 1989 , 1 , 2.67 , 13.48 , 0.0 , 0 - 1 , 0.0 - 0.65 , -0.35
Kevin Ritz , Tigers , 1989 , 12 , 74.0 , 4.38 , 0.34 , 4 - 6 , 4.07 - 4.55 , -1.51
Dave Beard , Tigers , 1989 , 1 , 5.0 , 1.8 , 0.47 , 0 - 1 , 0.47 - 0.13 , -1.35
Brian Dubois , Tigers , 1989 , 5 , 31.0 , 2.03 , 0.5 , 0 - 4 , 2.5 - 0.91 , -5.59
Steve Searcy , Tigers , 1989 , 2 , 12.0 , 3.75 , 0.35 , 1 - 0 , 0.71 - 0.6 , 0.89
Jack Morris , Tigers , 1990 , 36 , 249.66 , 4.51 , 0.38 , 15 - 18 , 13.67 - 14.99 , -1.68
Kevin Ritz , Tigers , 1990 , 4 , 7.33 , 11.05 , 0.0 , 0 - 4 , 0.0 - 1.92 , -2.08
Jeff Robinson , Tigers , 1990 , 27 , 144.99 , 5.96 , 0.25 , 10 - 9 , 6.69 - 12.8 , 7.11
Frank Tanana , Tigers , 1990 , 29 , 165.67 , 5.22 , 0.3 , 9 - 8 , 8.7 - 12.43 , 4.73
Dan Petry , Tigers , 1990 , 23 , 134.66 , 4.75 , 0.3 , 8 - 9 , 6.91 - 9.15 , 1.24
Urbano Lugo , Tigers , 1990 , 1 , 3.67 , 12.26 , 0.0 , 0 - 0 , 0.0 - 0.69 , 0.69
Brian Dubois , Tigers , 1990 , 11 , 56.34 , 4.15 , 0.28 , 3 - 5 , 3.04 - 4.0 , -1.04
Lance McCullers , Tigers , 1990 , 1 , 3.33 , 2.7 , 0.0 , 0 - 0 , 0.0 - 0.22 , 0.22
Steve Searcy , Tigers , 1990 , 12 , 64.68 , 4.73 , 0.29 , 2 - 7 , 3.51 - 4.64 , -3.87
Walt Terrell , Tigers , 1990 , 12 , 73.34 , 4.42 , 0.35 , 6 - 4 , 4.2 - 4.66 , 2.46
Randy Nosek , Tigers , 1990 , 2 , 6.0 , 9.0 , 0.1 , 1 - 1 , 0.19 - 1.02 , 0.83
Clay Parker , Tigers , 1990 , 1 , 2.0 , 13.5 , 0.0 , 0 - 1 , 0.0 - 0.56 , -0.44
Scott Aldred , Tigers , 1990 , 3 , 13.67 , 3.95 , 0.37 , 1 - 2 , 1.11 - 0.9 , -1.2
Frank Tanana , Tigers , 1991 , 33 , 217.36 , 3.77 , 0.4 , 13 - 12 , 13.23 - 11.12 , -1.11
Walt Terrell , Tigers , 1991 , 33 , 214.99 , 4.23 , 0.37 , 11 - 14 , 12.34 - 12.83 , -2.51
Bill Gullickson , Tigers , 1991 , 35 , 226.36 , 3.9 , 0.39 , 20 - 9 , 13.56 - 12.5 , 9.94
Steve Searcy , Tigers , 1991 , 5 , 19.0 , 7.58 , 0.19 , 1 - 1 , 0.93 - 2.33 , 1.4
Dan Petry , Tigers , 1991 , 6 , 31.0 , 4.06 , 0.28 , 2 - 3 , 1.68 - 2.17 , -0.51
John Cerutti , Tigers , 1991 , 8 , 41.0 , 5.05 , 0.24 , 1 - 4 , 1.91 - 3.57 , -1.34
Kevin Ritz , Tigers , 1991 , 5 , 9.01 , 17.98 , 0.03 , 0 - 3 , 0.17 - 3.05 , -0.12
Dan Gakeler , Tigers , 1991 , 7 , 34.0 , 6.88 , 0.22 , 1 - 3 , 1.55 - 3.47 , -0.08
Rusty Meacham , Tigers , 1991 , 4 , 19.33 , 6.52 , 0.2 , 2 - 1 , 0.82 - 1.94 , 2.12
Mark Leiter , Tigers , 1991 , 15 , 92.0 , 4.3 , 0.33 , 7 - 6 , 4.9 - 5.48 , 1.58
Scott Aldred , Tigers , 1991 , 11 , 57.33 , 5.18 , 0.24 , 2 - 4 , 2.63 - 5.04 , 0.41
Bill Gullickson , Tigers , 1992 , 34 , 221.67 , 4.34 , 0.35 , 14 - 13 , 11.98 - 12.87 , 1.89
Frank Tanana , Tigers , 1992 , 31 , 184.66 , 4.44 , 0.35 , 12 - 11 , 10.82 - 11.69 , 1.87
Walt Terrell , Tigers , 1992 , 14 , 77.32 , 6.63 , 0.19 , 3 - 6 , 2.68 - 7.58 , 1.9
Eric King , Tigers , 1992 , 14 , 67.33 , 6.02 , 0.22 , 4 - 6 , 3.11 - 6.36 , 1.25
Scott Aldred , Tigers , 1992 , 13 , 59.01 , 7.32 , 0.2 , 2 - 7 , 2.56 - 6.25 , -1.31
Mark Leiter , Tigers , 1992 , 14 , 74.66 , 4.94 , 0.3 , 5 - 3 , 4.14 - 5.35 , 3.21
Kevin Ritz , Tigers , 1992 , 11 , 53.0 , 5.77 , 0.21 , 2 - 5 , 2.34 - 4.63 , -0.71
Buddy Groom , Tigers , 1992 , 7 , 35.34 , 5.86 , 0.17 , 0 - 5 , 1.22 - 3.05 , -3.17
Les Lancaster , Tigers , 1992 , 1 , 4.67 , 11.56 , 0.0 , 0 - 1 , 0.0 - 0.73 , -0.27
Kurt Knudsen , Tigers , 1992 , 1 , 2.0 , 22.5 , 0.0 , 0 - 1 , 0.0 - 0.75 , -0.25
John Doherty , Tigers , 1992 , 11 , 61.34 , 3.67 , 0.39 , 5 - 2 , 4.33 - 3.25 , 1.92
Dave Haas , Tigers , 1992 , 11 , 60.66 , 4.01 , 0.32 , 5 - 3 , 3.56 - 3.85 , 2.29
Mike Moore , Tigers , 1993 , 36 , 213.68 , 5.22 , 0.32 , 13 - 9 , 11.45 - 15.97 , 8.52
Bill Krueger , Tigers , 1993 , 7 , 38.34 , 3.52 , 0.33 , 3 - 2 , 2.29 - 1.99 , 0.69
John Doherty , Tigers , 1993 , 31 , 183.33 , 4.47 , 0.34 , 14 - 11 , 10.62 - 11.94 , 4.33
David Wells , Tigers , 1993 , 30 , 183.67 , 4.17 , 0.35 , 11 - 9 , 10.36 - 11.1 , 2.73
Tom Bolton , Tigers , 1993 , 8 , 40.66 , 3.98 , 0.32 , 5 - 2 , 2.56 - 2.59 , 3.03
Mark Leiter , Tigers , 1993 , 13 , 76.33 , 4.48 , 0.33 , 5 - 4 , 4.26 - 4.9 , 1.63
Bill Gullickson , Tigers , 1993 , 28 , 159.32 , 5.37 , 0.26 , 13 - 9 , 7.42 - 12.38 , 8.96
Buddy Groom , Tigers , 1993 , 3 , 14.0 , 6.43 , 0.1 , 0 - 1 , 0.3 - 1.33 , 0.03
Sean Bergman , Tigers , 1993 , 6 , 30.99 , 6.68 , 0.17 , 0 - 4 , 0.99 - 2.94 , -2.05
Mike Moore , Tigers , 1994 , 25 , 154.31 , 5.42 , 0.28 , 11 - 10 , 7.0 - 11.79 , 5.79
David Wells , Tigers , 1994 , 16 , 111.34 , 3.96 , 0.39 , 5 - 7 , 6.26 - 6.04 , -2.22
Tim Belcher , Tigers , 1994 , 25 , 162.0 , 5.89 , 0.23 , 7 - 15 , 5.73 - 13.79 , 0.06
John Doherty , Tigers , 1994 , 17 , 98.31 , 6.5 , 0.25 , 6 - 7 , 4.28 - 8.68 , 3.4
Bill Gullickson , Tigers , 1994 , 19 , 108.35 , 5.98 , 0.27 , 4 - 5 , 5.11 - 8.8 , 2.7
Jose Lima , Tigers , 1994 , 1 , 4.0 , 13.5 , 0.0 , 0 - 1 , 0.0 - 0.79 , -0.21
Bill Krueger , Tigers , 1994 , 2 , 4.33 , 16.63 , 0.0 , 0 - 1 , 0.0 - 1.18 , 0.18
Greg Gohr , Tigers , 1994 , 6 , 28.0 , 4.82 , 0.25 , 1 - 2 , 1.48 - 2.19 , -0.29
Mike Gardiner , Tigers , 1994 , 1 , 5.67 , 7.94 , 0.13 , 0 - 0 , 0.13 - 0.61 , 0.49
Sean Bergman , Tigers , 1994 , 3 , 17.67 , 5.6 , 0.25 , 2 - 1 , 0.74 - 1.35 , 1.6
Mike Moore , Tigers , 1995 , 25 , 132.65 , 7.53 , 0.2 , 5 - 15 , 4.94 - 13.84 , -1.1
Sean Bergman , Tigers , 1995 , 28 , 135.35 , 5.12 , 0.26 , 7 - 10 , 7.3 - 11.12 , 0.82
John Doherty , Tigers , 1995 , 2 , 5.67 , 20.63 , 0.0 , 0 - 2 , 0.0 - 1.65 , -0.35
David Wells , Tigers , 1995 , 18 , 130.34 , 3.04 , 0.46 , 10 - 3 , 8.36 - 5.43 , 4.07
Buddy Groom , Tigers , 1995 , 4 , 17.66 , 6.63 , 0.23 , 1 - 1 , 0.9 - 1.84 , 0.94
Brian Bohanon , Tigers , 1995 , 10 , 41.34 , 7.4 , 0.06 , 0 - 1 , 0.62 - 4.99 , 3.37
Felipe Lira , Tigers , 1995 , 22 , 121.32 , 4.3 , 0.3 , 7 - 10 , 6.58 - 7.58 , -2.0
Pat Ahearne , Tigers , 1995 , 3 , 9.67 , 12.1 , 0.04 , 0 - 2 , 0.13 - 1.81 , -0.32
Jose Lima , Tigers , 1995 , 15 , 73.65 , 6.11 , 0.26 , 3 - 9 , 3.95 - 6.31 , -3.64
C.J. Nitkowski , Tigers , 1995 , 11 , 39.33 , 7.09 , 0.16 , 1 - 4 , 1.78 - 4.64 , -0.14
Clint Sodowsky , Tigers , 1995 , 6 , 23.33 , 5.02 , 0.26 , 2 - 2 , 1.54 - 2.09 , 0.55
Felipe Lira , Tigers , 1996 , 32 , 194.64 , 5.23 , 0.31 , 6 - 14 , 10.02 - 13.9 , -4.12
Clint Sodowsky , Tigers , 1996 , 7 , 24.33 , 11.84 , 0.11 , 1 - 3 , 0.75 - 4.35 , 1.6
Scott Aldred , Tigers , 1996 , 8 , 36.99 , 9.49 , 0.12 , 0 - 4 , 0.96 - 5.17 , 0.22
Omar Olivares , Tigers , 1996 , 25 , 159.99 , 4.89 , 0.32 , 7 - 11 , 8.05 - 10.8 , -1.25
Greg Gohr , Tigers , 1996 , 16 , 86.67 , 6.75 , 0.21 , 4 - 8 , 3.31 - 8.19 , 0.88
Greg Keagle , Tigers , 1996 , 6 , 24.01 , 10.87 , 0.07 , 0 - 5 , 0.44 - 3.87 , -1.57
Jose Lima , Tigers , 1996 , 4 , 21.34 , 8.01 , 0.15 , 0 - 4 , 0.6 - 2.31 , -2.29
Brian Williams , Tigers , 1996 , 17 , 93.35 , 6.65 , 0.22 , 3 - 9 , 3.68 - 9.0 , -0.69
John Farrell , Tigers , 1996 , 2 , 6.33 , 14.22 , 0.05 , 0 - 2 , 0.1 - 1.33 , -0.77
Justin Thompson , Tigers , 1996 , 11 , 59.0 , 4.58 , 0.27 , 1 - 6 , 2.94 - 3.91 , -4.03
Tom Urbani , Tigers , 1996 , 2 , 8.66 , 11.43 , 0.0 , 0 - 1 , 0.0 - 1.52 , 0.52
C.J. Nitkowski , Tigers , 1996 , 8 , 37.67 , 9.32 , 0.12 , 2 - 3 , 0.95 - 4.94 , 2.99
A.J. Sager , Tigers , 1996 , 9 , 50.67 , 5.33 , 0.24 , 3 - 2 , 2.15 - 3.98 , 2.83
Todd Van Poppel , Tigers , 1996 , 9 , 36.34 , 11.39 , 0.15 , 2 - 4 , 1.36 - 5.75 , 2.4
Trever Miller , Tigers , 1996 , 4 , 15.33 , 8.81 , 0.13 , 0 - 3 , 0.51 - 2.24 , -1.27
Brian Moehler , Tigers , 1996 , 2 , 10.33 , 4.36 , 0.35 , 0 - 1 , 0.7 - 0.67 , -1.03
Doug Brocail , Tigers , 1997 , 4 , 21.33 , 5.49 , 0.19 , 0 - 1 , 0.78 - 1.71 , -0.07
Justin Thompson , Tigers , 1997 , 32 , 223.33 , 3.02 , 0.45 , 15 - 11 , 14.29 - 9.2 , -1.09
Willie Blair , Tigers , 1997 , 27 , 170.68 , 4.17 , 0.37 , 14 - 8 , 10.0 - 9.92 , 5.92
Brian Moehler , Tigers , 1997 , 31 , 175.34 , 4.67 , 0.3 , 11 - 12 , 9.21 - 11.85 , 1.64
Omar Olivares , Tigers , 1997 , 19 , 115.0 , 4.7 , 0.34 , 5 - 6 , 6.37 - 7.55 , 0.18
Felipe Lira , Tigers , 1997 , 15 , 85.66 , 5.46 , 0.26 , 5 - 6 , 3.9 - 6.66 , 1.76
A.J. Sager , Tigers , 1997 , 1 , 5.0 , 1.8 , 0.47 , 0 - 1 , 0.47 - 0.13 , -1.35
Tim Pugh , Tigers , 1997 , 2 , 9.0 , 5.0 , 0.32 , 1 - 1 , 0.64 - 0.88 , 0.24
Greg Keagle , Tigers , 1997 , 10 , 43.66 , 6.8 , 0.18 , 3 - 5 , 1.77 - 4.73 , 0.96
Kevin Jarvis , Tigers , 1997 , 3 , 15.33 , 6.46 , 0.19 , 0 - 3 , 0.57 - 1.46 , -2.1
Glenn Dishman , Tigers , 1997 , 4 , 19.33 , 5.12 , 0.18 , 1 - 1 , 0.71 - 1.57 , 0.86
Scott Sanders , Tigers , 1997 , 14 , 74.34 , 5.33 , 0.27 , 3 - 8 , 3.83 - 5.7 , -3.13
Justin Thompson , Tigers , 1998 , 34 , 222.02 , 4.05 , 0.37 , 11 - 15 , 12.49 - 12.44 , -4.05
Brian Moehler , Tigers , 1998 , 33 , 221.34 , 3.9 , 0.38 , 14 - 13 , 12.47 - 12.22 , 0.75
Tim Worrell , Tigers , 1998 , 9 , 47.67 , 6.61 , 0.2 , 2 - 6 , 1.78 - 4.46 , -1.32
Scott Sanders , Tigers , 1998 , 2 , 8.67 , 19.72 , 0.0 , 0 - 2 , 0.0 - 1.88 , -0.12
Greg Keagle , Tigers , 1998 , 7 , 35.34 , 5.35 , 0.14 , 0 - 5 , 0.99 - 3.16 , -2.83
Frank Castillo , Tigers , 1998 , 19 , 92.0 , 8.32 , 0.17 , 3 - 9 , 3.23 - 10.68 , 1.45
A.J. Sager , Tigers , 1998 , 3 , 11.0 , 10.64 , 0.12 , 1 - 1 , 0.35 - 1.73 , 1.37
Bryce Florie , Tigers , 1998 , 16 , 92.0 , 4.99 , 0.29 , 5 - 8 , 4.65 - 6.39 , -1.26
Seth Greisinger , Tigers , 1998 , 21 , 129.99 , 5.12 , 0.3 , 6 - 9 , 6.22 - 9.19 , -0.03
Denny Harriger , Tigers , 1998 , 2 , 10.0 , 6.3 , 0.09 , 0 - 2 , 0.17 - 1.0 , -1.18
Brian Powell , Tigers , 1998 , 16 , 82.66 , 6.42 , 0.22 , 3 - 8 , 3.58 - 7.39 , -1.18
Brian Moehler , Tigers , 1999 , 32 , 196.32 , 5.04 , 0.33 , 10 - 16 , 10.55 - 13.28 , -3.27
Justin Thompson , Tigers , 1999 , 24 , 142.68 , 5.11 , 0.32 , 9 - 11 , 7.71 - 10.3 , 0.58
Willie Blair , Tigers , 1999 , 16 , 81.33 , 8.63 , 0.17 , 3 - 8 , 2.76 - 9.54 , 1.78
Beiker Graterol , Tigers , 1999 , 1 , 4.0 , 15.75 , 0.0 , 0 - 1 , 0.0 - 0.83 , -0.17
Jeff Weaver , Tigers , 1999 , 29 , 162.67 , 5.59 , 0.28 , 9 - 12 , 8.2 - 12.65 , 1.45
Dave Mlicki , Tigers , 1999 , 31 , 191.67 , 4.6 , 0.36 , 14 - 12 , 11.14 - 12.01 , 2.87
Bryce Florie , Tigers , 1999 , 3 , 15.33 , 4.11 , 0.25 , 1 - 0 , 0.76 - 0.98 , 1.22
Nelson Cruz , Tigers , 1999 , 6 , 31.33 , 7.47 , 0.18 , 2 - 3 , 1.06 - 3.41 , 1.35
Dave Borkowski , Tigers , 1999 , 12 , 66.33 , 6.92 , 0.19 , 1 - 6 , 2.32 - 6.39 , -0.93
C.J. Nitkowski , Tigers , 1999 , 7 , 37.34 , 3.86 , 0.29 , 2 - 2 , 2.06 - 2.28 , 0.22
Hideo Nomo , Tigers , 2000 , 31 , 188.99 , 4.76 , 0.32 , 8 - 12 , 9.87 - 12.35 , -1.52
C.J. Nitkowski , Tigers , 2000 , 11 , 52.99 , 7.3 , 0.13 , 2 - 7 , 1.44 - 5.79 , -0.65
Brian Moehler , Tigers , 2000 , 29 , 178.0 , 4.5 , 0.35 , 12 - 9 , 10.29 - 10.23 , 2.93
Dave Mlicki , Tigers , 2000 , 21 , 114.33 , 5.83 , 0.28 , 6 - 11 , 5.92 - 9.35 , -1.57
Jeff Weaver , Tigers , 2000 , 30 , 198.98 , 4.16 , 0.38 , 11 - 15 , 11.33 - 11.42 , -3.91
Dave Borkowski , Tigers , 2000 , 1 , 1.67 , 43.11 , 0.0 , 0 - 1 , 0.0 - 0.92 , -0.08
Mark J. Johnson , Tigers , 2000 , 3 , 10.33 , 12.2 , 0.06 , 0 - 1 , 0.17 - 1.94 , 0.77
Willie Blair , Tigers , 2000 , 17 , 100.33 , 5.2 , 0.24 , 8 - 3 , 4.13 - 7.25 , 8.12
Steve Sparks , Tigers , 2000 , 15 , 97.33 , 4.16 , 0.36 , 7 - 5 , 5.36 - 5.71 , 2.34
Adam Bernero , Tigers , 2000 , 4 , 21.67 , 4.98 , 0.24 , 0 - 1 , 0.97 - 1.53 , -0.43
Jeff Weaver , Tigers , 2001 , 33 , 229.34 , 4.08 , 0.39 , 13 - 16 , 12.98 - 12.77 , -3.21
Brian Moehler , Tigers , 2001 , 1 , 8.0 , 3.38 , 0.36 , 0 - 0 , 0.36 - 0.45 , 0.09
Dave Mlicki , Tigers , 2001 , 15 , 81.0 , 7.33 , 0.2 , 4 - 8 , 3.05 - 8.17 , 1.12
Chris Holt , Tigers , 2001 , 22 , 126.98 , 6.1 , 0.23 , 7 - 9 , 5.15 - 10.67 , 3.52
Steve Sparks , Tigers , 2001 , 33 , 230.67 , 3.67 , 0.44 , 14 - 9 , 14.56 - 11.05 , 1.48
Matt Perisho , Tigers , 2001 , 4 , 15.32 , 10.57 , 0.06 , 0 - 2 , 0.25 - 2.46 , 0.21
Victor Santos , Tigers , 2001 , 7 , 35.99 , 5.5 , 0.3 , 2 - 2 , 2.1 - 2.76 , 0.66
Willie Blair , Tigers , 2001 , 4 , 17.0 , 12.18 , 0.09 , 0 - 4 , 0.34 - 2.77 , -1.57
Jose Lima , Tigers , 2001 , 18 , 112.66 , 4.71 , 0.32 , 5 - 10 , 5.8 - 7.63 , -3.17
Adam Pettyjohn , Tigers , 2001 , 9 , 53.66 , 4.86 , 0.31 , 0 - 6 , 2.79 - 3.54 , -5.25
Nate Cornejo , Tigers , 2001 , 10 , 42.66 , 7.38 , 0.19 , 4 - 4 , 1.93 - 4.86 , 2.94
Mark Redman , Tigers , 2001 , 2 , 9.0 , 6.0 , 0.18 , 0 - 2 , 0.35 - 0.85 , -1.5
Heath Murray , Tigers , 2001 , 4 , 16.33 , 7.72 , 0.22 , 1 - 3 , 0.87 - 1.88 , -0.99
Jeff Weaver , Tigers , 2002 , 17 , 121.67 , 3.18 , 0.48 , 6 - 8 , 8.21 - 5.15 , -5.06
Steve Sparks , Tigers , 2002 , 30 , 180.64 , 5.68 , 0.29 , 8 - 16 , 8.8 - 13.95 , -2.85
Jose Lima , Tigers , 2002 , 12 , 53.01 , 7.98 , 0.23 , 4 - 4 , 2.81 - 5.66 , 2.84
Mark Redman , Tigers , 2002 , 30 , 203.0 , 4.21 , 0.37 , 8 - 15 , 11.12 - 11.92 , -6.2
Nate Cornejo , Tigers , 2002 , 9 , 50.0 , 5.04 , 0.33 , 1 - 5 , 2.93 - 3.56 , -3.37
Seth Greisinger , Tigers , 2002 , 8 , 37.67 , 6.21 , 0.23 , 2 - 2 , 1.84 - 3.66 , 1.82
Adam Bernero , Tigers , 2002 , 11 , 64.33 , 6.72 , 0.23 , 2 - 6 , 2.58 - 5.95 , -0.63
Mike Maroth , Tigers , 2002 , 21 , 128.67 , 4.48 , 0.32 , 6 - 10 , 6.63 - 8.52 , -2.11
Brian Moehler , Tigers , 2002 , 3 , 19.67 , 2.29 , 0.51 , 1 - 1 , 1.54 - 0.63 , -0.92
Brian Powell , Tigers , 2002 , 9 , 49.32 , 5.11 , 0.2 , 1 - 5 , 1.81 - 3.81 , -2.0
Andy Van Hekken , Tigers , 2002 , 5 , 30.01 , 3.0 , 0.45 , 1 - 3 , 2.25 - 1.37 , -2.88
Shane Loux , Tigers , 2002 , 3 , 14.0 , 9.0 , 0.06 , 0 - 3 , 0.19 - 1.97 , -1.22
Jason Beverlin , Tigers , 2002 , 3 , 12.34 , 9.48 , 0.03 , 0 - 3 , 0.1 - 1.86 , -1.25
Mike Maroth , Tigers , 2003 , 33 , 193.33 , 5.73 , 0.25 , 9 - 21 , 8.38 - 15.38 , -5.0
Jeremy Bonderman , Tigers , 2003 , 28 , 151.33 , 5.83 , 0.25 , 6 - 19 , 7.01 - 12.52 , -7.49
Adam Bernero , Tigers , 2003 , 17 , 99.67 , 6.05 , 0.23 , 1 - 12 , 3.92 - 8.3 , -6.63
Nate Cornejo , Tigers , 2003 , 32 , 194.66 , 4.67 , 0.33 , 6 - 17 , 10.66 - 12.82 , -8.85
Gary Knotts , Tigers , 2003 , 18 , 92.0 , 5.77 , 0.25 , 3 - 8 , 4.5 - 8.23 , -1.27
Matt Roney , Tigers , 2003 , 11 , 49.01 , 6.79 , 0.21 , 1 - 7 , 2.31 - 5.12 , -3.19
Wil Ledezma , Tigers , 2003 , 8 , 35.33 , 6.62 , 0.21 , 1 - 5 , 1.67 - 3.6 , -2.07
Nate Robertson , Tigers , 2003 , 8 , 44.66 , 5.44 , 0.28 , 1 - 2 , 2.27 - 3.4 , 0.13
Shane Loux , Tigers , 2003 , 4 , 15.33 , 7.05 , 0.16 , 1 - 1 , 0.65 - 1.64 , 0.99
Chris Mears , Tigers , 2003 , 3 , 10.33 , 10.45 , 0.0 , 0 - 2 , 0.0 - 1.85 , -0.15
Jason Johnson , Tigers , 2004 , 33 , 196.68 , 5.13 , 0.3 , 8 - 15 , 10.03 - 14.38 , -2.64
Mike Maroth , Tigers , 2004 , 33 , 217.0 , 4.31 , 0.36 , 11 - 13 , 11.79 - 12.56 , -1.23
Jeremy Bonderman , Tigers , 2004 , 32 , 182.67 , 4.88 , 0.3 , 11 - 13 , 9.64 - 12.58 , 0.94
Nate Cornejo , Tigers , 2004 , 5 , 25.66 , 8.42 , 0.11 , 1 - 3 , 0.53 - 3.04 , 0.5
Nate Robertson , Tigers , 2004 , 32 , 190.69 , 5.05 , 0.34 , 12 - 10 , 10.77 - 13.0 , 4.22
Gary Knotts , Tigers , 2004 , 19 , 105.34 , 5.3 , 0.27 , 7 - 6 , 5.12 - 7.74 , 3.62
Wil Ledezma , Tigers , 2004 , 8 , 41.34 , 3.92 , 0.27 , 3 - 2 , 2.19 - 2.27 , 1.08
Jeremy Bonderman , Tigers , 2005 , 29 , 188.99 , 4.57 , 0.35 , 14 - 13 , 10.07 - 11.82 , 2.74
Mike Maroth , Tigers , 2005 , 34 , 209.02 , 4.74 , 0.32 , 14 - 14 , 10.99 - 13.72 , 2.72
Jason Johnson , Tigers , 2005 , 33 , 210.01 , 4.54 , 0.33 , 8 - 13 , 10.79 - 13.49 , -2.3
Nate Robertson , Tigers , 2005 , 32 , 196.66 , 4.48 , 0.34 , 7 - 16 , 10.85 - 12.07 , -7.79
Wil Ledezma , Tigers , 2005 , 10 , 49.66 , 7.07 , 0.18 , 2 - 4 , 1.83 - 5.1 , 1.26
Sean Douglass , Tigers , 2005 , 16 , 83.01 , 5.85 , 0.29 , 5 - 5 , 4.6 - 6.64 , 2.04
Justin Verlander , Tigers , 2005 , 2 , 11.33 , 7.15 , 0.15 , 0 - 2 , 0.31 - 1.11 , -1.2
Roman Colon , Tigers , 2005 , 3 , 9.67 , 3.72 , 0.16 , 0 - 1 , 0.47 - 0.75 , -0.72
Matt Ginter , Tigers , 2005 , 1 , 4.33 , 10.39 , 0.0 , 0 - 1 , 0.0 - 0.73 , -0.27
Jason Grilli , Tigers , 2005 , 2 , 14.0 , 3.21 , 0.42 , 1 - 1 , 0.84 - 0.61 , -0.22
Kenny Rogers , Tigers , 2006 , 33 , 201.99 , 3.79 , 0.38 , 17 - 7 , 12.66 - 11.25 , 8.59
Jeremy Bonderman , Tigers , 2006 , 34 , 214.02 , 4.08 , 0.36 , 14 - 8 , 12.13 - 11.99 , 5.86
Nate Robertson , Tigers , 2006 , 32 , 208.66 , 3.84 , 0.41 , 13 - 13 , 13.03 - 9.91 , -3.13
Mike Maroth , Tigers , 2006 , 9 , 47.99 , 3.56 , 0.41 , 5 - 2 , 3.7 - 2.55 , 1.85
Justin Verlander , Tigers , 2006 , 30 , 186.01 , 3.63 , 0.42 , 17 - 9 , 12.56 - 9.19 , 4.63
Roman Colon , Tigers , 2006 , 1 , 2.33 , 19.31 , 0.0 , 0 - 0 , 0.0 - 0.75 , 0.75
Zach Miner , Tigers , 2006 , 16 , 79.65 , 5.31 , 0.29 , 7 - 6 , 4.72 - 6.37 , 2.66
Wil Ledezma , Tigers , 2006 , 7 , 35.67 , 4.29 , 0.32 , 2 - 2 , 2.27 - 2.31 , 0.04
Jeremy Bonderman , Tigers , 2007 , 28 , 174.33 , 5.01 , 0.33 , 11 - 9 , 9.38 - 11.53 , 4.16
Nate Robertson , Tigers , 2007 , 30 , 177.68 , 4.76 , 0.32 , 9 - 13 , 9.63 - 11.61 , -2.03
Justin Verlander , Tigers , 2007 , 32 , 201.67 , 3.66 , 0.4 , 18 - 6 , 12.73 - 10.04 , 9.31
Mike Maroth , Tigers , 2007 , 13 , 78.35 , 5.05 , 0.26 , 5 - 2 , 3.38 - 5.57 , 5.2
Chad Durbin , Tigers , 2007 , 19 , 99.67 , 4.88 , 0.26 , 6 - 7 , 4.88 - 7.48 , 1.6
Virgil Vasquez , Tigers , 2007 , 3 , 11.67 , 9.25 , 0.12 , 0 - 1 , 0.35 - 1.64 , 0.29
Zach Miner , Tigers , 2007 , 1 , 5.33 , 1.69 , 0.47 , 0 - 1 , 0.47 - 0.13 , -1.35
Andrew Miller , Tigers , 2007 , 13 , 64.0 , 5.63 , 0.28 , 5 - 5 , 3.67 - 5.28 , 1.61
Kenny Rogers , Tigers , 2007 , 11 , 62.99 , 4.43 , 0.34 , 3 - 4 , 3.7 - 3.8 , -0.9
Jordan Tata , Tigers , 2007 , 3 , 14.0 , 7.71 , 0.24 , 1 - 1 , 0.71 - 1.47 , 0.76
Jair Jurrjens , Tigers , 2007 , 7 , 30.66 , 4.7 , 0.26 , 3 - 1 , 1.82 - 2.36 , 2.54
Yorman Bazardo , Tigers , 2007 , 2 , 11.67 , 1.54 , 0.37 , 1 - 0 , 0.73 - 0.44 , 0.71
Justin Verlander , Tigers , 2008 , 33 , 201.03 , 4.84 , 0.32 , 11 - 17 , 10.53 - 13.37 , -3.16
