Name, Team, Year, Games Started, IP, ERA, EWA, Record, Earned Record, Support/Luck
Anthony DeSclafani , Marlins , 2014 , 5 , 24.33 , 7.4 , 0.14 , 1 - 2 , 0.69 - 2.57 , 0.88
Randy Wolf , Marlins , 2014 , 4 , 20.67 , 6.1 , 0.21 , 1 - 3 , 0.86 - 1.86 , -1.0
Andrew Heaney , Marlins , 2014 , 5 , 24.67 , 6.93 , 0.16 , 0 - 3 , 0.81 - 2.52 , -1.29
Jarred Cosart , Marlins , 2014 , 10 , 64.0 , 2.39 , 0.49 , 4 - 4 , 4.87 - 2.02 , -2.85
Brian Flynn , Marlins , 2014 , 1 , 4.0 , 11.25 , 0.0 , 0 - 1 , 0.0 - 0.73 , -0.27
Brad Penny , Marlins , 2014 , 4 , 19.0 , 5.21 , 0.26 , 2 - 1 , 1.04 - 1.48 , 1.43
Henderson Alvarez , Marlins , 2015 , 4 , 22.33 , 6.45 , 0.22 , 0 - 4 , 0.89 - 1.93 , -2.96
Mat Latos , Marlins , 2015 , 16 , 88.33 , 4.48 , 0.33 , 4 - 7 , 5.26 - 5.55 , -2.71
Thomas Koehler , Marlins , 2015 , 31 , 184.32 , 4.15 , 0.36 , 11 - 14 , 11.06 - 10.52 , -3.54
Dan Haren , Marlins , 2015 , 21 , 129.0 , 3.42 , 0.39 , 7 - 7 , 8.13 - 6.05 , -2.08
Jarred Cosart , Marlins , 2015 , 13 , 65.67 , 4.52 , 0.25 , 2 - 5 , 3.3 - 4.61 , -1.7
David Phelps , Marlins , 2015 , 19 , 106.67 , 4.39 , 0.32 , 4 - 8 , 6.11 - 6.55 , -3.55
Jose Urena , Marlins , 2015 , 9 , 46.34 , 4.86 , 0.3 , 1 - 5 , 2.71 - 3.2 , -3.52
Brad Hand , Marlins , 2015 , 12 , 57.01 , 5.68 , 0.22 , 4 - 6 , 2.66 - 5.07 , 0.41
Justin B Nicolino , Marlins , 2015 , 12 , 74.01 , 4.01 , 0.38 , 5 - 4 , 4.51 - 4.13 , 0.62
Jose D Fernandez , Marlins , 2015 , 11 , 64.67 , 2.92 , 0.43 , 6 - 1 , 4.78 - 2.57 , 2.79
Adam Conley , Marlins , 2015 , 11 , 58.67 , 3.68 , 0.31 , 4 - 1 , 3.4 - 3.29 , 2.89
Kendry Flores , Marlins , 2015 , 1 , 5.0 , 9.0 , 0.1 , 0 - 1 , 0.1 - 0.62 , -0.49
Chris Narveson , Marlins , 2015 , 2 , 9.0 , 7.0 , 0.3 , 1 - 1 , 0.59 - 0.88 , 0.29
Wei-Yin Chen , Marlins , 2016 , 5 , 31.67 , 4.26 , 0.35 , 2 - 1 , 1.73 - 1.73 , 1.0
Jose D Fernandez , Marlins , 2016 , 6 , 33.67 , 4.28 , 0.33 , 3 - 2 , 1.95 - 1.95 , 1.0
Adam Conley , Marlins , 2016 , 5 , 27.01 , 3.67 , 0.38 , 1 - 1 , 1.91 - 1.66 , -0.25
Thomas Koehler , Marlins , 2016 , 5 , 22.33 , 7.25 , 0.24 , 2 - 3 , 1.22 - 2.18 , -0.04
Jarred Cosart , Marlins , 2016 , 3 , 14.67 , 7.98 , 0.06 , 0 - 1 , 0.17 - 1.8 , 0.63
Justin B Nicolino , Marlins , 2016 , 2 , 13.33 , 2.7 , 0.46 , 2 - 0 , 0.92 - 0.53 , 1.61
