Name, Team, Year, Games Started, IP, ERA, EWA, Record, Earned Record, Support/Luck
John Dopson , Red_Sox , 1990 , 4 , 17.66 , 2.04 , 0.34 , 0 - 0 , 1.36 - 0.64 , -0.72
Mike Rochford , Red_Sox , 1990 , 1 , 1.67 , 21.56 , 0.0 , 0 - 1 , 0.0 - 0.67 , -0.33
John Leister , Red_Sox , 1990 , 1 , 4.0 , 4.5 , 0.0 , 0 - 0 , 0.0 - 0.38 , 0.38
Eric Hetzel , Red_Sox , 1990 , 8 , 34.0 , 5.82 , 0.2 , 1 - 4 , 1.6 - 3.33 , -1.27
Dana Kiecker , Red_Sox , 1990 , 25 , 136.98 , 3.68 , 0.37 , 8 - 9 , 9.36 - 7.79 , -2.57
Greg Harris , Red_Sox , 1990 , 30 , 179.35 , 4.06 , 0.35 , 12 - 9 , 10.38 - 10.79 , 3.41
Wes Gardner , Red_Sox , 1990 , 9 , 43.34 , 4.15 , 0.33 , 2 - 4 , 2.98 - 2.83 , -2.15
Tom Bolton , Red_Sox , 1990 , 16 , 106.66 , 3.21 , 0.44 , 8 - 5 , 7.01 - 5.07 , 1.06
Joe Hesketh , Red_Sox , 1990 , 2 , 10.67 , 3.37 , 0.39 , 0 - 2 , 0.78 - 0.43 , -2.35
Dennis Lamp , Red_Sox , 1990 , 1 , 5.0 , 3.6 , 0.35 , 0 - 0 , 0.35 - 0.24 , -0.12
Roger Clemens , Red_Sox , 1991 , 35 , 271.33 , 2.62 , 0.57 , 18 - 10 , 19.88 - 9.27 , -2.61
Greg Harris , Red_Sox , 1991 , 21 , 120.65 , 4.55 , 0.32 , 7 - 10 , 6.69 - 7.93 , -1.76
Matt Young , Red_Sox , 1991 , 16 , 85.01 , 5.19 , 0.27 , 3 - 6 , 4.33 - 6.52 , -0.81
Danny Darwin , Red_Sox , 1991 , 12 , 68.0 , 5.16 , 0.3 , 3 - 6 , 3.56 - 4.89 , -1.67
Tom Bolton , Red_Sox , 1991 , 19 , 93.68 , 5.86 , 0.23 , 7 - 9 , 4.39 - 8.6 , 2.2
Dana Kiecker , Red_Sox , 1991 , 5 , 19.99 , 9.9 , 0.16 , 2 - 1 , 0.78 - 2.81 , 3.04
Mike Gardiner , Red_Sox , 1991 , 22 , 130.0 , 4.85 , 0.29 , 9 - 10 , 6.49 - 8.51 , 1.03
Joe Hesketh , Red_Sox , 1991 , 17 , 110.01 , 3.19 , 0.44 , 10 - 4 , 7.44 - 4.75 , 3.32
Kevin Morton , Red_Sox , 1991 , 15 , 85.68 , 4.41 , 0.36 , 6 - 5 , 5.35 - 5.37 , 1.02
Roger Clemens , Red_Sox , 1992 , 32 , 246.66 , 2.41 , 0.56 , 18 - 11 , 17.95 - 8.05 , -2.9
Frank Viola , Red_Sox , 1992 , 35 , 238.03 , 3.44 , 0.44 , 13 - 12 , 15.47 - 11.48 , -3.0
Joe Hesketh , Red_Sox , 1992 , 25 , 138.33 , 4.29 , 0.3 , 7 - 9 , 7.62 - 8.84 , -0.78
Matt Young , Red_Sox , 1992 , 8 , 33.67 , 6.42 , 0.15 , 0 - 4 , 1.21 - 3.73 , -1.48
Mike Gardiner , Red_Sox , 1992 , 18 , 102.68 , 4.82 , 0.31 , 2 - 8 , 5.61 - 6.91 , -4.7
John Dopson , Red_Sox , 1992 , 25 , 141.32 , 4.08 , 0.3 , 7 - 11 , 7.51 - 8.75 , -2.76
Tom Bolton , Red_Sox , 1992 , 1 , 4.33 , 4.16 , 0.0 , 0 - 1 , 0.0 - 0.38 , -0.62
Greg Harris , Red_Sox , 1992 , 2 , 13.0 , 1.38 , 0.56 , 0 - 1 , 1.11 - 0.28 , -1.83
Danny Darwin , Red_Sox , 1992 , 15 , 107.0 , 3.53 , 0.43 , 4 - 5 , 6.43 - 4.96 , -2.47
Scott Taylor , Red_Sox , 1992 , 1 , 3.67 , 12.26 , 0.0 , 0 - 1 , 0.0 - 0.69 , -0.31
Roger Clemens , Red_Sox , 1993 , 29 , 191.67 , 4.46 , 0.36 , 11 - 14 , 10.55 - 11.93 , -1.62
Frank Viola , Red_Sox , 1993 , 29 , 183.65 , 3.14 , 0.41 , 11 - 8 , 11.82 - 8.35 , -0.46
Joe Hesketh , Red_Sox , 1993 , 5 , 21.33 , 8.44 , 0.15 , 1 - 3 , 0.76 - 2.92 , 0.16
John Dopson , Red_Sox , 1993 , 28 , 149.01 , 4.83 , 0.26 , 7 - 9 , 7.28 - 10.99 , 1.71
Danny Darwin , Red_Sox , 1993 , 34 , 229.34 , 3.26 , 0.43 , 15 - 11 , 14.49 - 10.74 , 0.26
Paul Quantrill , Red_Sox , 1993 , 14 , 81.34 , 3.87 , 0.34 , 2 - 7 , 4.73 - 4.68 , -5.05
Aaron Sele , Red_Sox , 1993 , 18 , 111.66 , 2.74 , 0.41 , 7 - 2 , 7.42 - 4.31 , 1.89
Nate Minchey , Red_Sox , 1993 , 5 , 33.0 , 3.55 , 0.42 , 1 - 2 , 2.11 - 1.53 , -1.58
Roger Clemens , Red_Sox , 1994 , 24 , 170.68 , 2.85 , 0.48 , 9 - 7 , 11.47 - 6.77 , -2.7
Frank Viola , Red_Sox , 1994 , 6 , 31.0 , 4.65 , 0.25 , 1 - 1 , 1.5 - 2.29 , 0.79
Danny Darwin , Red_Sox , 1994 , 13 , 75.67 , 6.3 , 0.25 , 7 - 5 , 3.24 - 6.34 , 5.11
Aaron Sele , Red_Sox , 1994 , 22 , 143.33 , 3.83 , 0.4 , 8 - 7 , 8.85 - 7.31 , -0.54
Joe Hesketh , Red_Sox , 1994 , 20 , 107.67 , 4.43 , 0.3 , 8 - 5 , 5.98 - 7.53 , 4.55
Gar Finnvold , Red_Sox , 1994 , 8 , 36.33 , 5.95 , 0.18 , 0 - 4 , 1.4 - 3.55 , -1.85
Nate Minchey , Red_Sox , 1994 , 5 , 20.0 , 9.0 , 0.16 , 2 - 3 , 0.81 - 2.69 , 0.88
Tim Van Egmond , Red_Sox , 1994 , 7 , 38.34 , 6.34 , 0.31 , 2 - 3 , 2.15 - 3.31 , 0.15
Chris Nabholz , Red_Sox , 1994 , 8 , 42.0 , 6.64 , 0.19 , 3 - 4 , 1.49 - 4.31 , 1.82
Sergio Valdez , Red_Sox , 1994 , 1 , 4.33 , 10.39 , 0.0 , 0 - 1 , 0.0 - 0.73 , -0.27
Ricky Trlicek , Red_Sox , 1994 , 1 , 5.67 , 3.17 , 0.42 , 0 - 1 , 0.42 - 0.19 , -1.23
Aaron Sele , Red_Sox , 1995 , 6 , 32.33 , 3.06 , 0.37 , 3 - 1 , 2.2 - 1.56 , 1.36
Rheal Cormier , Red_Sox , 1995 , 12 , 62.98 , 4.86 , 0.28 , 4 - 3 , 3.33 - 4.44 , 2.11
Erik Hanson , Red_Sox , 1995 , 29 , 186.65 , 4.24 , 0.34 , 15 - 5 , 9.95 - 11.29 , 11.35
Frank Rodriguez , Red_Sox , 1995 , 2 , 6.0 , 15.0 , 0.0 , 0 - 1 , 0.0 - 1.39 , 0.39
Vaughn Eshelman , Red_Sox , 1995 , 14 , 70.01 , 5.27 , 0.27 , 5 - 3 , 3.71 - 5.62 , 3.91
Zane Smith , Red_Sox , 1995 , 21 , 104.34 , 5.69 , 0.25 , 8 - 8 , 5.21 - 8.94 , 3.73
Tim Wakefield , Red_Sox , 1995 , 27 , 195.31 , 2.95 , 0.48 , 16 - 8 , 12.88 - 7.77 , 2.89
Tim Van Egmond , Red_Sox , 1995 , 1 , 2.33 , 19.31 , 0.0 , 0 - 1 , 0.0 - 0.75 , -0.25
Roger Clemens , Red_Sox , 1995 , 23 , 140.0 , 4.18 , 0.38 , 10 - 5 , 8.83 - 7.79 , 3.96
Brian Looney , Red_Sox , 1995 , 1 , 1.67 , 26.95 , 0.0 , 0 - 1 , 0.0 - 0.73 , -0.27
Jeff Suppan , Red_Sox , 1995 , 3 , 15.0 , 8.4 , 0.19 , 0 - 2 , 0.58 - 1.63 , -0.96
Mike Maddux , Red_Sox , 1995 , 4 , 21.67 , 3.32 , 0.41 , 2 - 0 , 1.63 - 1.03 , 1.41
Matt Murray , Red_Sox , 1995 , 1 , 3.33 , 10.81 , 0.0 , 0 - 1 , 0.0 - 0.62 , -0.38
Roger Clemens , Red_Sox , 1996 , 34 , 242.68 , 3.63 , 0.42 , 10 - 13 , 14.35 - 11.91 , -5.44
Tom Gordon , Red_Sox , 1996 , 34 , 215.66 , 5.59 , 0.28 , 12 - 9 , 9.66 - 16.48 , 9.82
Tim Wakefield , Red_Sox , 1996 , 32 , 211.66 , 5.15 , 0.34 , 14 - 13 , 10.76 - 14.34 , 4.58
Aaron Sele , Red_Sox , 1996 , 29 , 157.33 , 5.32 , 0.28 , 7 - 11 , 8.01 - 11.66 , -0.35
Jamie Moyer , Red_Sox , 1996 , 10 , 55.99 , 4.98 , 0.29 , 5 - 1 , 2.91 - 4.04 , 5.13
Vaughn Eshelman , Red_Sox , 1996 , 10 , 53.01 , 5.77 , 0.27 , 4 - 2 , 2.71 - 4.37 , 3.65
Nate Minchey , Red_Sox , 1996 , 2 , 6.0 , 15.0 , 0.0 , 0 - 2 , 0.0 - 1.43 , -0.57
Jeff Suppan , Red_Sox , 1996 , 4 , 20.67 , 8.27 , 0.14 , 1 - 1 , 0.55 - 2.44 , 1.89
Mike Maddux , Red_Sox , 1996 , 7 , 40.33 , 4.02 , 0.3 , 3 - 1 , 2.07 - 2.38 , 2.3
Tom Gordon , Red_Sox , 1997 , 25 , 165.33 , 3.59 , 0.38 , 6 - 9 , 9.43 - 8.8 , -3.63
Tim Wakefield , Red_Sox , 1997 , 29 , 185.33 , 4.32 , 0.37 , 12 - 13 , 10.74 - 11.47 , -0.27
Aaron Sele , Red_Sox , 1997 , 33 , 177.33 , 5.38 , 0.29 , 13 - 12 , 9.52 - 13.75 , 5.23
Steve Avery , Red_Sox , 1997 , 18 , 92.66 , 6.22 , 0.27 , 6 - 6 , 4.84 - 7.91 , 3.07
John Wasdin , Red_Sox , 1997 , 7 , 39.99 , 5.63 , 0.21 , 0 - 1 , 1.45 - 3.31 , 0.85
Chris Hammond , Red_Sox , 1997 , 8 , 41.66 , 6.48 , 0.25 , 2 - 3 , 2.01 - 3.88 , 0.87
Jeff Suppan , Red_Sox , 1997 , 22 , 111.33 , 5.5 , 0.28 , 7 - 3 , 6.18 - 9.01 , 6.83
Vaughn Eshelman , Red_Sox , 1997 , 6 , 26.0 , 6.58 , 0.22 , 2 - 3 , 1.34 - 2.65 , 0.31
Brian Rose , Red_Sox , 1997 , 1 , 3.0 , 12.0 , 0.0 , 0 - 0 , 0.0 - 0.62 , 0.62
Bret Saberhagen , Red_Sox , 1997 , 6 , 26.0 , 6.58 , 0.14 , 0 - 1 , 0.84 - 2.86 , 1.02
Butch Henry , Red_Sox , 1997 , 5 , 30.34 , 1.48 , 0.56 , 2 - 1 , 2.81 - 0.67 , -1.14
Robinson Checo , Red_Sox , 1997 , 2 , 10.33 , 4.36 , 0.26 , 0 - 1 , 0.51 - 0.71 , -0.8
Pedro Martinez , Red_Sox , 1998 , 33 , 233.67 , 2.89 , 0.49 , 19 - 7 , 16.03 - 9.36 , 5.32
Tim Wakefield , Red_Sox , 1998 , 33 , 210.0 , 4.5 , 0.34 , 17 - 8 , 11.22 - 12.84 , 10.62
Derek Lowe , Red_Sox , 1998 , 10 , 48.0 , 5.81 , 0.23 , 0 - 7 , 2.25 - 4.13 , -5.12
Brian Rose , Red_Sox , 1998 , 8 , 37.66 , 6.93 , 0.2 , 1 - 4 , 1.59 - 3.83 , -0.76
Bret Saberhagen , Red_Sox , 1998 , 31 , 175.01 , 3.96 , 0.37 , 15 - 8 , 11.5 - 9.58 , 5.08
Butch Henry , Red_Sox , 1998 , 2 , 9.0 , 4.0 , 0.18 , 0 - 0 , 0.35 - 0.62 , 0.26
Robinson Checo , Red_Sox , 1998 , 2 , 7.66 , 9.4 , 0.09 , 0 - 2 , 0.17 - 1.09 , -1.09
John Wasdin , Red_Sox , 1998 , 8 , 39.66 , 5.9 , 0.24 , 1 - 2 , 1.92 - 3.32 , 0.4
Steve Avery , Red_Sox , 1998 , 23 , 117.0 , 4.77 , 0.32 , 10 - 7 , 7.37 - 8.21 , 3.84
Jin Ho Cho , Red_Sox , 1998 , 4 , 18.66 , 8.2 , 0.15 , 0 - 3 , 0.62 - 2.18 , -1.43
Pete Schourek , Red_Sox , 1998 , 8 , 41.34 , 4.35 , 0.26 , 1 - 2 , 2.07 - 2.77 , -0.3
Pedro Martinez , Red_Sox , 1999 , 29 , 208.34 , 2.07 , 0.55 , 22 - 4 , 15.96 - 6.07 , 8.1
Bret Saberhagen , Red_Sox , 1999 , 22 , 118.99 , 2.95 , 0.36 , 10 - 6 , 8.0 - 5.48 , 1.48
Tim Wakefield , Red_Sox , 1999 , 17 , 93.66 , 5.86 , 0.2 , 5 - 9 , 3.45 - 7.91 , 0.46
Mark Portugal , Red_Sox , 1999 , 27 , 143.67 , 5.39 , 0.28 , 7 - 11 , 7.49 - 11.24 , -0.25
Pat Rapp , Red_Sox , 1999 , 26 , 125.99 , 4.36 , 0.29 , 6 - 7 , 7.45 - 8.57 , 0.12
Kip Gross , Red_Sox , 1999 , 1 , 3.0 , 15.0 , 0.0 , 0 - 0 , 0.0 - 0.69 , 0.69
Juan Pena , Red_Sox , 1999 , 2 , 13.0 , 0.69 , 0.62 , 2 - 0 , 1.25 - 0.15 , 0.9
Brian Rose , Red_Sox , 1999 , 18 , 92.0 , 4.89 , 0.3 , 6 - 5 , 5.32 - 6.59 , 2.27
Jin Ho Cho , Red_Sox , 1999 , 7 , 36.0 , 5.5 , 0.22 , 2 - 3 , 1.56 - 2.92 , 0.36
Tomo Ohka , Red_Sox , 1999 , 2 , 5.67 , 14.29 , 0.0 , 0 - 2 , 0.0 - 1.35 , -0.65
Bryce Florie , Red_Sox , 1999 , 2 , 7.67 , 2.35 , 0.0 , 0 - 0 , 0.0 - 0.52 , 0.52
Kent Mercker , Red_Sox , 1999 , 5 , 25.67 , 3.51 , 0.25 , 2 - 0 , 1.23 - 1.29 , 2.06
Ramon Martinez , Red_Sox , 1999 , 4 , 20.67 , 3.05 , 0.31 , 2 - 1 , 1.25 - 1.13 , 0.88
Pedro Martinez , Red_Sox , 2000 , 29 , 217.0 , 1.74 , 0.59 , 18 - 6 , 17.11 - 5.61 , 0.5
Ramon Martinez , Red_Sox , 2000 , 27 , 127.66 , 6.13 , 0.26 , 10 - 8 , 7.01 - 11.24 , 6.23
Jeff Fassero , Red_Sox , 2000 , 23 , 113.66 , 5.07 , 0.27 , 8 - 7 , 6.13 - 8.51 , 3.38
Pete Schourek , Red_Sox , 2000 , 21 , 107.33 , 5.12 , 0.27 , 3 - 10 , 5.75 - 8.28 , -4.47
Brian Rose , Red_Sox , 2000 , 12 , 49.67 , 6.52 , 0.21 , 3 - 5 , 2.51 - 5.23 , 0.73
Tim Wakefield , Red_Sox , 2000 , 17 , 97.67 , 5.9 , 0.23 , 4 - 6 , 3.9 - 8.12 , 2.22
John Wasdin , Red_Sox , 2000 , 1 , 4.0 , 11.25 , 0.0 , 0 - 1 , 0.0 - 0.73 , -0.27
Hipolito Pichardo , Red_Sox , 2000 , 1 , 4.0 , 9.0 , 0.0 , 0 - 1 , 0.0 - 0.6 , -0.4
Paxton Crawford , Red_Sox , 2000 , 4 , 23.0 , 2.74 , 0.36 , 2 - 1 , 1.46 - 0.96 , 0.51
Tomo Ohka , Red_Sox , 2000 , 12 , 68.0 , 3.18 , 0.38 , 3 - 6 , 4.55 - 2.98 , -4.58
Rolando Arrojo , Red_Sox , 2000 , 13 , 71.33 , 5.05 , 0.29 , 5 - 2 , 3.73 - 5.19 , 4.46
Steve Ontiveros , Red_Sox , 2000 , 1 , 1.0 , 54.0 , 0.0 , 0 - 1 , 0.0 - 0.85 , -0.15
Hector Carrasco , Red_Sox , 2000 , 1 , 2.0 , 0 , 0.0 , 0 - 0 , 0.0 - 0.06 , 0.06
Pedro Martinez , Red_Sox , 2001 , 18 , 116.67 , 2.39 , 0.44 , 7 - 3 , 7.98 - 4.4 , 0.42
Hideo Nomo , Red_Sox , 2001 , 33 , 198.0 , 4.5 , 0.33 , 13 - 10 , 11.03 - 12.45 , 4.41
Frank Castillo , Red_Sox , 2001 , 26 , 136.66 , 4.21 , 0.34 , 10 - 9 , 8.76 - 8.8 , 1.03
Tomo Ohka , Red_Sox , 2001 , 11 , 51.34 , 5.96 , 0.23 , 2 - 5 , 2.58 - 4.61 , -0.97
Paxton Crawford , Red_Sox , 2001 , 7 , 34.0 , 4.76 , 0.34 , 3 - 0 , 2.35 - 2.36 , 3.0
Tim Wakefield , Red_Sox , 2001 , 17 , 104.66 , 4.3 , 0.33 , 5 - 9 , 5.56 - 6.14 , -3.41
David Cone , Red_Sox , 2001 , 25 , 135.67 , 4.31 , 0.31 , 9 - 7 , 7.67 - 8.54 , 2.87
Rolando Arrojo , Red_Sox , 2001 , 9 , 48.33 , 2.42 , 0.37 , 2 - 1 , 3.37 - 1.75 , -0.62
Bret Saberhagen , Red_Sox , 2001 , 3 , 15.0 , 6.0 , 0.2 , 1 - 2 , 0.6 - 1.32 , -0.28
Casey Fossum , Red_Sox , 2001 , 7 , 34.67 , 5.97 , 0.16 , 2 - 2 , 1.12 - 3.12 , 2.0
Derek Lowe , Red_Sox , 2001 , 3 , 16.0 , 1.13 , 0.53 , 1 - 0 , 1.58 - 0.33 , -0.25
Sun-Woo Kim , Red_Sox , 2001 , 2 , 10.33 , 7.84 , 0.14 , 0 - 1 , 0.29 - 1.15 , -0.14
Pedro Martinez , Red_Sox , 2002 , 30 , 199.32 , 2.26 , 0.48 , 20 - 4 , 14.52 - 6.9 , 8.38
Derek Lowe , Red_Sox , 2002 , 32 , 219.66 , 2.58 , 0.48 , 21 - 8 , 15.46 - 8.17 , 5.71
Frank Castillo , Red_Sox , 2002 , 23 , 130.66 , 5.23 , 0.27 , 5 - 14 , 6.27 - 9.63 , -5.63
Tim Wakefield , Red_Sox , 2002 , 15 , 98.0 , 2.39 , 0.48 , 9 - 3 , 7.22 - 3.38 , 2.16
Darren Oliver , Red_Sox , 2002 , 9 , 47.34 , 4.75 , 0.3 , 4 - 4 , 2.72 - 3.56 , 0.84
John Burkett , Red_Sox , 2002 , 29 , 173.01 , 4.53 , 0.35 , 13 - 8 , 10.24 - 10.5 , 5.27
Rolando Arrojo , Red_Sox , 2002 , 8 , 39.33 , 5.26 , 0.35 , 1 - 2 , 2.81 - 2.96 , -0.84
Sun-Woo Kim , Red_Sox , 2002 , 2 , 8.67 , 7.27 , 0.14 , 1 - 0 , 0.29 - 1.01 , 1.72
Casey Fossum , Red_Sox , 2002 , 12 , 66.67 , 3.64 , 0.36 , 3 - 3 , 4.37 - 3.59 , -0.78
Dustin Hermanson , Red_Sox , 2002 , 1 , 5.0 , 3.6 , 0.35 , 1 - 0 , 0.35 - 0.24 , 0.88
Josh Hancock , Red_Sox , 2002 , 1 , 5.33 , 5.07 , 0.25 , 0 - 1 , 0.25 - 0.36 , -0.89
Pedro Martinez , Red_Sox , 2003 , 29 , 186.67 , 2.22 , 0.51 , 14 - 4 , 14.71 - 5.5 , 0.79
Tim Wakefield , Red_Sox , 2003 , 33 , 199.33 , 4.15 , 0.33 , 11 - 7 , 10.81 - 11.66 , 4.84
Derek Lowe , Red_Sox , 2003 , 33 , 203.32 , 4.47 , 0.34 , 17 - 7 , 11.06 - 12.7 , 11.65
Casey Fossum , Red_Sox , 2003 , 14 , 70.0 , 5.53 , 0.25 , 5 - 5 , 3.54 - 5.48 , 1.95
John Burkett , Red_Sox , 2003 , 30 , 172.67 , 5.26 , 0.3 , 10 - 9 , 8.96 - 12.39 , 4.43
Bruce Chen , Red_Sox , 2003 , 2 , 9.0 , 6.0 , 0.09 , 0 - 1 , 0.17 - 0.88 , -0.3
Byung-Hyun Kim , Red_Sox , 2003 , 5 , 29.0 , 3.1 , 0.41 , 2 - 1 , 2.03 - 1.21 , 0.18
Ryan Rupe , Red_Sox , 2003 , 1 , 6.0 , 1.5 , 0.51 , 1 - 0 , 0.51 - 0.11 , 0.6
Ramiro Mendoza , Red_Sox , 2003 , 5 , 24.33 , 7.03 , 0.25 , 2 - 2 , 1.24 - 2.36 , 1.12
Jeff Suppan , Red_Sox , 2003 , 10 , 59.33 , 5.92 , 0.25 , 3 - 4 , 2.46 - 4.62 , 1.15
Pedro Martinez , Red_Sox , 2004 , 33 , 217.0 , 3.9 , 0.4 , 16 - 9 , 13.32 - 11.17 , 4.85
Curt Schilling , Red_Sox , 2004 , 32 , 226.66 , 3.26 , 0.45 , 21 - 6 , 14.38 - 9.72 , 10.35
Derek Lowe , Red_Sox , 2004 , 33 , 182.67 , 5.42 , 0.29 , 14 - 12 , 9.49 - 13.9 , 6.41
Tim Wakefield , Red_Sox , 2004 , 30 , 185.33 , 4.95 , 0.31 , 12 - 10 , 9.4 - 12.78 , 5.38
Bronson Arroyo , Red_Sox , 2004 , 29 , 175.33 , 4.0 , 0.34 , 9 - 8 , 9.85 - 9.8 , 0.95
Byung-Hyun Kim , Red_Sox , 2004 , 3 , 11.66 , 6.17 , 0.2 , 1 - 1 , 0.59 - 1.29 , 0.7
Abe Alvarez , Red_Sox , 2004 , 1 , 5.0 , 9.0 , 0.1 , 0 - 1 , 0.1 - 0.62 , -0.49
Pedro Astacio , Red_Sox , 2004 , 1 , 4.0 , 9.0 , 0.0 , 0 - 0 , 0.0 - 0.6 , 0.6
David Wells , Red_Sox , 2005 , 30 , 184.0 , 4.45 , 0.34 , 15 - 7 , 10.32 - 11.72 , 9.4
Matt Clement , Red_Sox , 2005 , 32 , 191.01 , 4.57 , 0.35 , 13 - 6 , 11.23 - 12.21 , 7.97
Tim Wakefield , Red_Sox , 2005 , 33 , 225.35 , 4.15 , 0.39 , 16 - 12 , 12.9 - 12.46 , 3.56
Bronson Arroyo , Red_Sox , 2005 , 32 , 201.35 , 4.56 , 0.33 , 14 - 9 , 10.42 - 12.57 , 7.14
Curt Schilling , Red_Sox , 2005 , 11 , 69.0 , 5.61 , 0.25 , 4 - 5 , 2.77 - 5.24 , 1.47
Jeremi Gonzalez , Red_Sox , 2005 , 3 , 14.0 , 7.71 , 0.22 , 1 - 1 , 0.67 - 1.4 , 0.73
John Halama , Red_Sox , 2005 , 1 , 5.0 , 3.6 , 0.35 , 1 - 0 , 0.35 - 0.24 , 0.88
Wade Miller , Red_Sox , 2005 , 16 , 91.0 , 4.95 , 0.3 , 4 - 4 , 4.76 - 6.25 , 1.49
Jonathan Papelbon , Red_Sox , 2005 , 3 , 16.0 , 2.25 , 0.45 , 0 - 0 , 1.36 - 0.53 , -0.83
Lenny DiNardo , Red_Sox , 2005 , 1 , 6.0 , 1.5 , 0.51 , 0 - 1 , 0.51 - 0.11 , -1.4
Curt Schilling , Red_Sox , 2006 , 31 , 204.0 , 3.97 , 0.36 , 15 - 7 , 11.25 - 11.09 , 7.84
Tim Wakefield , Red_Sox , 2006 , 23 , 140.01 , 4.63 , 0.32 , 7 - 11 , 7.29 - 8.91 , -2.37
Josh Beckett , Red_Sox , 2006 , 33 , 204.67 , 5.01 , 0.33 , 16 - 11 , 11.01 - 13.57 , 7.56
Matt Clement , Red_Sox , 2006 , 12 , 65.33 , 6.61 , 0.21 , 5 - 5 , 2.47 - 5.92 , 3.45
David Wells , Red_Sox , 2006 , 8 , 47.0 , 4.98 , 0.28 , 2 - 3 , 2.26 - 3.16 , -0.1
Lenny DiNardo , Red_Sox , 2006 , 6 , 23.67 , 8.75 , 0.17 , 1 - 2 , 1.0 - 2.99 , 0.98
David Pauley , Red_Sox , 2006 , 3 , 16.0 , 7.88 , 0.2 , 0 - 2 , 0.61 - 1.67 , -0.94
Jon Lester , Red_Sox , 2006 , 15 , 81.33 , 4.76 , 0.3 , 7 - 2 , 4.49 - 5.38 , 5.89
Kyle Snyder , Red_Sox , 2006 , 10 , 47.0 , 6.32 , 0.23 , 3 - 5 , 2.31 - 4.48 , 0.17
Jason Johnson , Red_Sox , 2006 , 6 , 29.33 , 7.36 , 0.14 , 0 - 4 , 0.86 - 3.18 , -1.68
Kason Gabbard , Red_Sox , 2006 , 4 , 20.33 , 3.1 , 0.27 , 1 - 2 , 1.09 - 1.15 , -0.94
Julian Tavarez , Red_Sox , 2006 , 6 , 33.66 , 4.01 , 0.34 , 3 - 0 , 2.07 - 1.86 , 2.79
Kevin Jarvis , Red_Sox , 2006 , 3 , 15.67 , 5.17 , 0.27 , 0 - 1 , 0.82 - 1.08 , -0.74
Devern Hansack , Red_Sox , 2006 , 2 , 10.0 , 2.7 , 0.42 , 1 - 1 , 0.84 - 0.41 , -0.43
Curt Schilling , Red_Sox , 2007 , 24 , 151.0 , 3.87 , 0.38 , 9 - 8 , 9.07 - 8.1 , 0.03
Josh Beckett , Red_Sox , 2007 , 30 , 200.68 , 3.27 , 0.4 , 20 - 7 , 12.09 - 9.32 , 10.23
Daisuke Matsuzaka , Red_Sox , 2007 , 32 , 204.67 , 4.4 , 0.37 , 15 - 12 , 11.68 - 12.04 , 3.36
Tim Wakefield , Red_Sox , 2007 , 31 , 189.0 , 4.76 , 0.34 , 17 - 12 , 10.48 - 12.36 , 6.87
Julian Tavarez , Red_Sox , 2007 , 23 , 120.68 , 5.22 , 0.25 , 6 - 11 , 5.7 - 9.09 , -1.61
Devern Hansack , Red_Sox , 2007 , 1 , 4.0 , 6.75 , 0.0 , 0 - 1 , 0.0 - 0.5 , -0.5
Kason Gabbard , Red_Sox , 2007 , 7 , 41.0 , 3.73 , 0.37 , 4 - 0 , 2.6 - 2.22 , 3.63
Jon Lester , Red_Sox , 2007 , 11 , 61.0 , 4.72 , 0.3 , 4 - 0 , 3.25 - 4.22 , 4.97
Clay Buchholz , Red_Sox , 2007 , 3 , 19.67 , 1.83 , 0.42 , 2 - 1 , 1.25 - 0.66 , 0.41
Daisuke Matsuzaka , Red_Sox , 2008 , 29 , 167.67 , 2.9 , 0.43 , 18 - 3 , 12.59 - 7.22 , 9.63
Jon Lester , Red_Sox , 2008 , 33 , 210.31 , 3.21 , 0.43 , 16 - 6 , 14.23 - 9.56 , 5.33
Tim Wakefield , Red_Sox , 2008 , 30 , 180.99 , 4.13 , 0.37 , 10 - 11 , 11.18 - 10.4 , -1.78
Clay Buchholz , Red_Sox , 2008 , 15 , 74.99 , 6.72 , 0.21 , 2 - 9 , 3.14 - 7.35 , -2.78
Josh Beckett , Red_Sox , 2008 , 27 , 174.34 , 4.03 , 0.37 , 12 - 10 , 10.04 - 9.68 , 1.64
David Pauley , Red_Sox , 2008 , 2 , 7.0 , 14.14 , 0.0 , 0 - 1 , 0.0 - 1.54 , 0.54
Justin Masterson , Red_Sox , 2008 , 9 , 54.0 , 3.67 , 0.36 , 4 - 3 , 3.22 - 2.63 , 0.41
Bartolo Colon , Red_Sox , 2008 , 7 , 39.0 , 3.92 , 0.33 , 4 - 2 , 2.29 - 2.16 , 1.87
Charlie Zink , Red_Sox , 2008 , 1 , 4.33 , 16.63 , 0.0 , 0 - 0 , 0.0 - 0.91 , 0.91
Paul Byrd , Red_Sox , 2008 , 8 , 49.0 , 4.78 , 0.3 , 4 - 2 , 2.39 - 3.25 , 2.86
Michael Bowden , Red_Sox , 2008 , 1 , 5.0 , 3.6 , 0.35 , 1 - 0 , 0.35 - 0.24 , 0.88
Josh Beckett , Red_Sox , 2009 , 32 , 212.34 , 3.86 , 0.41 , 17 - 6 , 13.04 - 11.23 , 9.2
Jon Lester , Red_Sox , 2009 , 32 , 203.33 , 3.41 , 0.42 , 15 - 8 , 13.52 - 9.55 , 3.03
Daisuke Matsuzaka , Red_Sox , 2009 , 12 , 59.33 , 5.76 , 0.26 , 4 - 6 , 3.1 - 4.96 , -0.14
