Name, Team, Year, Games Started, IP, ERA, EWA, Record, Earned Record, Support/Luck
Julian Tavarez , Indians , 1994 , 1 , 1.67 , 21.56 , 0.0 , 0 - 1 , 0.0 - 0.67 , -0.33
Jason Grimsley , Indians , 1994 , 13 , 81.68 , 4.63 , 0.35 , 5 - 2 , 4.55 - 4.96 , 3.4
Albie Lopez , Indians , 1994 , 4 , 17.0 , 4.24 , 0.3 , 1 - 2 , 1.21 - 1.48 , -0.73
Chad Ogea , Indians , 1994 , 1 , 6.33 , 5.69 , 0.19 , 0 - 1 , 0.19 - 0.5 , -0.69
Dennis Martinez , Indians , 1995 , 28 , 187.0 , 3.08 , 0.43 , 12 - 5 , 11.94 - 8.35 , 3.41
Mark Clark , Indians , 1995 , 21 , 119.33 , 5.43 , 0.28 , 8 - 7 , 5.95 - 9.2 , 4.25
Orel Hershiser , Indians , 1995 , 26 , 167.34 , 3.87 , 0.38 , 16 - 6 , 9.84 - 8.89 , 9.04
Charles Nagy , Indians , 1995 , 29 , 178.01 , 4.55 , 0.34 , 16 - 6 , 9.96 - 11.26 , 11.3
Bud Black , Indians , 1995 , 10 , 45.34 , 6.35 , 0.21 , 4 - 2 , 2.08 - 4.38 , 4.31
Jason Grimsley , Indians , 1995 , 2 , 5.66 , 12.72 , 0.24 , 0 - 0 , 0.47 - 1.13 , 0.65
Chad Ogea , Indians , 1995 , 14 , 84.67 , 3.51 , 0.41 , 8 - 3 , 5.68 - 4.32 , 3.65
Albie Lopez , Indians , 1995 , 2 , 13.0 , 2.77 , 0.45 , 0 - 0 , 0.9 - 0.56 , -0.35
Ken Hill , Indians , 1995 , 11 , 72.67 , 3.96 , 0.38 , 4 - 1 , 4.22 - 3.76 , 2.53
Joe Roa , Indians , 1995 , 1 , 6.0 , 6.0 , 0.19 , 0 - 1 , 0.19 - 0.5 , -0.69
Dennis Martinez , Indians , 1996 , 20 , 112.01 , 4.5 , 0.31 , 9 - 6 , 6.29 - 7.3 , 4.01
Jack McDowell , Indians , 1996 , 30 , 192.0 , 5.11 , 0.33 , 13 - 9 , 9.83 - 13.26 , 7.43
Orel Hershiser , Indians , 1996 , 33 , 206.01 , 4.24 , 0.36 , 15 - 9 , 11.91 - 12.23 , 6.32
Charles Nagy , Indians , 1996 , 32 , 222.0 , 3.41 , 0.45 , 17 - 5 , 14.24 - 10.15 , 7.91
Chad Ogea , Indians , 1996 , 21 , 129.67 , 4.16 , 0.34 , 7 - 6 , 7.14 - 7.57 , 1.43
Albie Lopez , Indians , 1996 , 10 , 53.33 , 6.24 , 0.2 , 4 - 3 , 1.97 - 4.86 , 3.89
Brian Anderson , Indians , 1996 , 9 , 51.0 , 4.94 , 0.29 , 3 - 1 , 2.62 - 3.36 , 2.73
Julian Tavarez , Indians , 1996 , 4 , 15.01 , 12.59 , 0.04 , 1 - 2 , 0.17 - 2.73 , 1.56
Greg Swindell , Indians , 1996 , 2 , 4.33 , 22.86 , 0.0 , 0 - 1 , 0.0 - 1.56 , 0.56
Charles Nagy , Indians , 1997 , 34 , 227.0 , 4.28 , 0.36 , 15 - 11 , 12.39 - 13.35 , 4.96
Orel Hershiser , Indians , 1997 , 32 , 195.34 , 4.47 , 0.33 , 14 - 6 , 10.55 - 12.08 , 9.52
Bartolo Colon , Indians , 1997 , 17 , 89.0 , 5.76 , 0.21 , 3 - 7 , 3.61 - 7.49 , -0.12
Chad Ogea , Indians , 1997 , 21 , 126.34 , 4.99 , 0.33 , 8 - 9 , 6.84 - 8.47 , 0.63
Jack McDowell , Indians , 1997 , 6 , 34.67 , 5.97 , 0.28 , 2 - 3 , 1.67 - 2.8 , 0.13
Albie Lopez , Indians , 1997 , 6 , 28.67 , 6.59 , 0.26 , 2 - 2 , 1.54 - 2.66 , 1.12
Steve Kline , Indians , 1997 , 1 , 1.67 , 10.78 , 0.0 , 0 - 1 , 0.0 - 0.5 , -0.5
Brian Anderson , Indians , 1997 , 8 , 48.0 , 4.69 , 0.35 , 4 - 2 , 2.77 - 3.14 , 2.37
Jaret Wright , Indians , 1997 , 16 , 90.34 , 4.38 , 0.28 , 8 - 3 , 4.42 - 5.81 , 6.38
Jason Jacome , Indians , 1997 , 4 , 18.67 , 4.82 , 0.34 , 2 - 0 , 1.34 - 1.25 , 1.91
Terry Clark , Indians , 1997 , 4 , 26.33 , 6.15 , 0.2 , 0 - 3 , 0.8 - 2.29 , -1.51
John Smiley , Indians , 1997 , 6 , 37.34 , 5.54 , 0.25 , 2 - 4 , 1.52 - 2.8 , -0.72
Jeff Juden , Indians , 1997 , 5 , 27.67 , 5.2 , 0.23 , 0 - 1 , 1.14 - 2.09 , -0.05
David Weathers , Indians , 1997 , 1 , 4.0 , 13.5 , 0.0 , 0 - 1 , 0.0 - 0.79 , -0.21
Charles Nagy , Indians , 1998 , 33 , 210.32 , 5.22 , 0.3 , 15 - 10 , 10.05 - 14.5 , 9.45
Jaret Wright , Indians , 1998 , 32 , 192.68 , 4.72 , 0.32 , 12 - 10 , 10.23 - 12.43 , 4.2
Dave Burba , Indians , 1998 , 31 , 200.02 , 4.14 , 0.36 , 14 - 10 , 11.28 - 11.08 , 3.8
Bartolo Colon , Indians , 1998 , 31 , 204.01 , 3.71 , 0.41 , 14 - 9 , 12.83 - 10.49 , 2.66
Rick Krivda , Indians , 1998 , 1 , 5.0 , 3.6 , 0.35 , 0 - 0 , 0.35 - 0.24 , -0.12
Chad Ogea , Indians , 1998 , 9 , 47.66 , 5.85 , 0.21 , 3 - 4 , 1.91 - 4.14 , 1.23
Dwight Gooden , Indians , 1998 , 23 , 134.0 , 3.76 , 0.34 , 8 - 6 , 7.81 - 7.16 , 1.35
Steve Karsay , Indians , 1998 , 1 , 6.67 , 2.7 , 0.53 , 0 - 1 , 0.53 - 0.18 , -1.35
Jason Jacome , Indians , 1998 , 1 , 5.0 , 14.4 , 0.03 , 0 - 1 , 0.03 - 0.84 , -0.19
Jaret Wright , Indians , 1999 , 26 , 133.67 , 6.06 , 0.26 , 8 - 10 , 6.72 - 11.37 , 2.64
Dave Burba , Indians , 1999 , 34 , 220.0 , 4.25 , 0.36 , 15 - 9 , 12.07 - 12.85 , 6.78
Bartolo Colon , Indians , 1999 , 32 , 205.0 , 3.95 , 0.38 , 18 - 5 , 12.13 - 10.99 , 11.86
Charles Nagy , Indians , 1999 , 32 , 201.02 , 4.84 , 0.33 , 17 - 11 , 10.44 - 13.21 , 8.77
Dwight Gooden , Indians , 1999 , 22 , 106.67 , 6.41 , 0.22 , 3 - 4 , 4.87 - 10.18 , 4.31
Mark Langston , Indians , 1999 , 5 , 24.33 , 7.03 , 0.23 , 1 - 2 , 1.16 - 2.4 , 0.24
Tom Candiotti , Indians , 1999 , 2 , 4.34 , 24.88 , 0.0 , 0 - 0 , 0.0 - 1.58 , 1.58
Steve Karsay , Indians , 1999 , 3 , 13.0 , 4.15 , 0.36 , 2 - 0 , 1.07 - 0.86 , 1.79
Chris Haney , Indians , 1999 , 4 , 21.33 , 6.33 , 0.14 , 0 - 2 , 0.57 - 1.96 , -0.61
Jim Brower , Indians , 1999 , 2 , 9.33 , 9.65 , 0.1 , 1 - 0 , 0.19 - 1.27 , 2.08
Bartolo Colon , Indians , 2000 , 30 , 188.0 , 3.88 , 0.37 , 15 - 8 , 11.23 - 10.2 , 5.97
Chuck Finley , Indians , 2000 , 34 , 218.01 , 4.17 , 0.38 , 16 - 11 , 12.76 - 11.86 , 4.1
Charles Nagy , Indians , 2000 , 11 , 57.0 , 8.21 , 0.14 , 2 - 7 , 1.59 - 6.7 , 0.11
Jaret Wright , Indians , 2000 , 9 , 51.67 , 4.7 , 0.36 , 3 - 4 , 3.23 - 3.65 , -0.58
Dave Burba , Indians , 2000 , 32 , 191.33 , 4.47 , 0.33 , 16 - 6 , 10.56 - 11.79 , 11.23
Bobby Witt , Indians , 2000 , 2 , 5.67 , 14.29 , 0.0 , 0 - 1 , 0.0 - 1.26 , 0.26
Paul Rigdon , Indians , 2000 , 4 , 16.66 , 8.1 , 0.21 , 1 - 1 , 0.84 - 2.11 , 1.27
Tim Drew , Indians , 2000 , 3 , 9.0 , 10.0 , 0.12 , 1 - 0 , 0.35 - 1.5 , 2.14
Jim Brower , Indians , 2000 , 11 , 51.0 , 6.18 , 0.23 , 2 - 3 , 2.58 - 5.04 , 1.45
Jaime Navarro , Indians , 2000 , 2 , 8.0 , 10.13 , 0.09 , 0 - 1 , 0.17 - 1.24 , 0.06
Kane Davis , Indians , 2000 , 2 , 7.0 , 15.43 , 0.0 , 0 - 2 , 0.0 - 1.59 , -0.41
Jason Bere , Indians , 2000 , 11 , 54.34 , 6.62 , 0.24 , 6 - 3 , 2.63 - 5.2 , 5.56
Steve Woodard , Indians , 2000 , 11 , 52.0 , 5.71 , 0.28 , 3 - 3 , 3.11 - 4.5 , 1.39
Bartolo Colon , Indians , 2001 , 34 , 222.32 , 4.09 , 0.37 , 14 - 12 , 12.45 - 12.64 , 2.19
Chuck Finley , Indians , 2001 , 22 , 113.66 , 5.54 , 0.27 , 8 - 7 , 6.04 - 8.66 , 3.63
Dave Burba , Indians , 2001 , 27 , 137.68 , 6.54 , 0.25 , 10 - 10 , 6.76 - 12.58 , 5.81
CC Sabathia , Indians , 2001 , 33 , 180.36 , 4.39 , 0.34 , 17 - 5 , 11.34 - 11.35 , 12.01
Tim Drew , Indians , 2001 , 6 , 25.67 , 6.66 , 0.08 , 0 - 2 , 0.46 - 2.93 , 0.47
Jaret Wright , Indians , 2001 , 7 , 29.0 , 6.52 , 0.24 , 2 - 2 , 1.67 - 3.0 , 1.34
Charles Nagy , Indians , 2001 , 13 , 67.0 , 6.31 , 0.25 , 4 - 5 , 3.23 - 5.93 , 1.7
Jake Westbrook , Indians , 2001 , 6 , 28.66 , 7.22 , 0.19 , 2 - 3 , 1.13 - 2.95 , 0.82
Steve Woodard , Indians , 2001 , 10 , 49.68 , 6.34 , 0.2 , 2 - 3 , 2.0 - 4.67 , 1.67
Ryan Drese , Indians , 2001 , 4 , 23.67 , 3.42 , 0.39 , 1 - 1 , 1.55 - 1.11 , -0.44
Bartolo Colon , Indians , 2002 , 16 , 116.34 , 2.55 , 0.53 , 10 - 4 , 8.41 - 4.11 , 1.7
CC Sabathia , Indians , 2002 , 33 , 210.0 , 4.37 , 0.34 , 13 - 11 , 11.35 - 12.73 , 3.38
Ryan Drese , Indians , 2002 , 26 , 137.33 , 6.55 , 0.24 , 10 - 9 , 6.31 - 11.96 , 6.65
Danys Baez , Indians , 2002 , 26 , 153.99 , 4.44 , 0.31 , 9 - 10 , 7.94 - 9.85 , 0.91
Chuck Finley , Indians , 2002 , 18 , 105.34 , 4.44 , 0.35 , 4 - 11 , 6.36 - 6.37 , -6.99
Charles Nagy , Indians , 2002 , 7 , 29.01 , 8.38 , 0.17 , 1 - 4 , 1.21 - 3.6 , -0.6
Jason Phillips , Indians , 2002 , 6 , 36.34 , 4.95 , 0.32 , 1 - 3 , 1.92 - 2.36 , -1.56
Jaret Wright , Indians , 2002 , 6 , 16.34 , 15.97 , 0.06 , 1 - 3 , 0.35 - 4.13 , 1.78
Jake Westbrook , Indians , 2002 , 4 , 21.67 , 5.4 , 0.35 , 0 - 2 , 1.39 - 1.55 , -1.84
Ricardo Rodriguez , Indians , 2002 , 7 , 41.33 , 5.66 , 0.21 , 2 - 2 , 1.47 - 3.38 , 1.91
Terry Mulholland , Indians , 2002 , 3 , 20.67 , 3.05 , 0.44 , 1 - 1 , 1.32 - 0.78 , -0.54
Dave Burba , Indians , 2002 , 3 , 17.67 , 5.6 , 0.24 , 1 - 0 , 0.72 - 1.35 , 1.63
Jason Davis , Indians , 2002 , 2 , 10.67 , 1.69 , 0.49 , 1 - 0 , 0.99 - 0.24 , 0.26
Cliff Lee , Indians , 2002 , 2 , 10.33 , 1.74 , 0.47 , 0 - 1 , 0.95 - 0.25 , -1.7
Brian Tallet , Indians , 2002 , 2 , 12.0 , 1.5 , 0.53 , 1 - 0 , 1.06 - 0.28 , 0.22
Roy Smith , Indians , 2002 , 1 , 3.33 , 5.41 , 0.0 , 0 - 0 , 0.0 - 0.39 , 0.39
CC Sabathia , Indians , 2003 , 30 , 197.67 , 3.6 , 0.41 , 13 - 9 , 12.25 - 9.41 , 1.16
Ricardo Rodriguez , Indians , 2003 , 15 , 81.67 , 5.73 , 0.26 , 3 - 9 , 3.97 - 6.62 , -3.36
Brian Anderson , Indians , 2003 , 24 , 146.0 , 3.76 , 0.36 , 9 - 10 , 8.54 - 7.91 , -1.64
Jason Davis , Indians , 2003 , 27 , 165.34 , 4.68 , 0.33 , 8 - 11 , 8.97 - 10.54 , -1.43
Jake Westbrook , Indians , 2003 , 22 , 118.35 , 4.64 , 0.3 , 6 - 8 , 6.6 - 7.73 , -0.87
Billy Traber , Indians , 2003 , 18 , 88.67 , 5.68 , 0.24 , 4 - 8 , 4.3 - 7.67 , -0.63
Jason Bere , Indians , 2003 , 2 , 6.67 , 4.05 , 0.21 , 0 - 0 , 0.42 - 0.5 , 0.08
Brian Tallet , Indians , 2003 , 3 , 15.67 , 4.02 , 0.3 , 0 - 2 , 0.91 - 1.01 , -1.91
Cliff Lee , Indians , 2003 , 9 , 52.33 , 3.61 , 0.33 , 3 - 3 , 2.94 - 2.93 , -0.0
Jason Stanford , Indians , 2003 , 8 , 44.66 , 3.43 , 0.33 , 1 - 2 , 2.62 - 2.34 , -1.28
Terry Mulholland , Indians , 2003 , 3 , 17.67 , 6.11 , 0.21 , 0 - 1 , 0.65 - 1.47 , -0.18
Chad Durbin , Indians , 2003 , 1 , 4.33 , 10.39 , 0.0 , 0 - 0 , 0.0 - 0.73 , 0.73
CC Sabathia , Indians , 2004 , 30 , 188.34 , 4.11 , 0.36 , 11 - 10 , 10.76 - 10.62 , 0.86
Jason Davis , Indians , 2004 , 19 , 106.99 , 5.8 , 0.26 , 2 - 7 , 4.92 - 8.37 , -1.55
Cliff Lee , Indians , 2004 , 33 , 179.0 , 5.43 , 0.27 , 14 - 8 , 8.97 - 13.5 , 10.53
Jeff D'Amico , Indians , 2004 , 7 , 30.67 , 7.63 , 0.19 , 1 - 2 , 1.31 - 3.78 , 1.47
Jason Stanford , Indians , 2004 , 2 , 11.0 , 0.82 , 0.55 , 0 - 1 , 1.11 - 0.16 , -1.94
Chad Durbin , Indians , 2004 , 8 , 36.0 , 6.25 , 0.31 , 2 - 4 , 2.47 - 3.56 , -0.9
Jake Westbrook , Indians , 2004 , 30 , 203.33 , 3.5 , 0.43 , 14 - 8 , 12.94 - 9.79 , 2.85
Joseph Dawley , Indians , 2004 , 2 , 8.33 , 5.4 , 0.0 , 0 - 0 , 0.0 - 0.88 , 0.88
Scott Elarton , Indians , 2004 , 21 , 117.34 , 4.53 , 0.29 , 3 - 5 , 6.01 - 7.69 , -0.32
Kazuhito Tadano , Indians , 2004 , 4 , 22.0 , 3.27 , 0.33 , 1 - 1 , 1.33 - 1.1 , -0.23
Kyle Denney , Indians , 2004 , 4 , 16.0 , 9.56 , 0.12 , 1 - 2 , 0.47 - 2.24 , 0.76
Francisco Cruceta , Indians , 2004 , 2 , 7.67 , 9.39 , 0.0 , 0 - 1 , 0.0 - 1.22 , 0.22
Jake Westbrook , Indians , 2005 , 34 , 210.66 , 4.49 , 0.34 , 15 - 15 , 11.5 - 13.16 , 1.66
Kevin Millwood , Indians , 2005 , 30 , 192.0 , 2.86 , 0.42 , 9 - 11 , 12.46 - 8.05 , -6.41
Cliff Lee , Indians , 2005 , 32 , 202.01 , 3.79 , 0.38 , 18 - 5 , 12.25 - 10.63 , 11.39
Scott Elarton , Indians , 2005 , 31 , 181.67 , 4.61 , 0.33 , 11 - 9 , 10.2 - 11.68 , 3.48
Jason Davis , Indians , 2005 , 4 , 23.67 , 4.18 , 0.3 , 3 - 1 , 1.2 - 1.52 , 2.32
CC Sabathia , Indians , 2005 , 31 , 196.67 , 4.03 , 0.39 , 15 - 10 , 12.23 - 10.52 , 3.3
CC Sabathia , Indians , 2006 , 28 , 192.66 , 3.22 , 0.46 , 12 - 11 , 12.91 - 8.8 , -3.11
Jake Westbrook , Indians , 2006 , 32 , 211.34 , 4.17 , 0.37 , 15 - 10 , 11.88 - 12.11 , 5.23
Cliff Lee , Indians , 2006 , 33 , 200.69 , 4.39 , 0.32 , 14 - 11 , 10.43 - 11.83 , 4.4
Paul Byrd , Indians , 2006 , 31 , 179.01 , 4.88 , 0.31 , 10 - 9 , 9.58 - 12.59 , 4.01
Jason Johnson , Indians , 2006 , 14 , 77.01 , 5.96 , 0.28 , 3 - 8 , 3.98 - 6.16 , -2.82
Fausto Carmona , Indians , 2006 , 7 , 37.0 , 6.08 , 0.27 , 1 - 4 , 1.88 - 2.95 , -1.93
Jeremy Sowers , Indians , 2006 , 14 , 88.34 , 3.57 , 0.42 , 7 - 4 , 5.95 - 4.25 , 1.31
Jeremy Guthrie , Indians , 2006 , 1 , 4.67 , 7.71 , 0.0 , 0 - 0 , 0.0 - 0.6 , 0.6
Brian Slocum , Indians , 2006 , 2 , 10.0 , 1.8 , 0.26 , 0 - 0 , 0.51 - 0.37 , -0.15
CC Sabathia , Indians , 2007 , 34 , 241.0 , 3.21 , 0.45 , 19 - 7 , 15.21 - 10.51 , 7.3
Jake Westbrook , Indians , 2007 , 25 , 152.0 , 4.32 , 0.34 , 6 - 9 , 8.48 - 8.95 , -2.53
Jeremy Sowers , Indians , 2007 , 13 , 67.34 , 6.42 , 0.25 , 1 - 6 , 3.23 - 6.24 , -1.99
Fausto Carmona , Indians , 2007 , 32 , 214.99 , 3.06 , 0.45 , 19 - 8 , 14.33 - 8.92 , 5.59
Paul Byrd , Indians , 2007 , 31 , 192.32 , 4.59 , 0.33 , 15 - 8 , 10.25 - 12.11 , 8.86
Cliff Lee , Indians , 2007 , 16 , 91.66 , 6.38 , 0.25 , 5 - 8 , 4.03 - 7.92 , 0.89
Jason Stanford , Indians , 2007 , 2 , 12.67 , 4.97 , 0.3 , 1 - 1 , 0.6 - 0.86 , 0.25
Aaron Laffey , Indians , 2007 , 9 , 49.33 , 4.56 , 0.3 , 4 - 2 , 2.66 - 3.21 , 2.55
CC Sabathia , Indians , 2008 , 18 , 122.32 , 3.83 , 0.43 , 6 - 8 , 7.73 - 6.42 , -3.31
Fausto Carmona , Indians , 2008 , 22 , 120.65 , 5.45 , 0.31 , 8 - 7 , 6.86 - 9.15 , 3.29
Jake Westbrook , Indians , 2008 , 5 , 34.66 , 3.12 , 0.45 , 1 - 2 , 2.26 - 1.31 , -1.95
Paul Byrd , Indians , 2008 , 22 , 130.99 , 4.53 , 0.34 , 7 - 10 , 7.55 - 8.47 , -2.08
Cliff Lee , Indians , 2008 , 31 , 223.33 , 2.54 , 0.52 , 22 - 3 , 16.21 - 7.71 , 10.5
Jeremy Sowers , Indians , 2008 , 22 , 121.0 , 5.58 , 0.22 , 4 - 9 , 4.84 - 9.75 , -0.09
Aaron Laffey , Indians , 2008 , 16 , 93.68 , 4.23 , 0.37 , 5 - 7 , 5.99 - 5.3 , -2.69
Tom Mastny , Indians , 2008 , 1 , 1.33 , 33.83 , 0.0 , 0 - 1 , 0.0 - 0.72 , -0.28
Matt Ginter , Indians , 2008 , 4 , 21.0 , 5.14 , 0.25 , 1 - 3 , 1.01 - 1.62 , -1.39
Anthony Reyes , Indians , 2008 , 6 , 34.33 , 1.84 , 0.41 , 2 - 1 , 2.44 - 0.84 , -0.6
Zach Jackson , Indians , 2008 , 9 , 54.66 , 5.6 , 0.26 , 2 - 3 , 2.31 - 4.05 , 0.74
Scott Lewis , Indians , 2008 , 4 , 24.0 , 2.63 , 0.46 , 4 - 0 , 1.85 - 0.94 , 3.09
Bryan Bullington , Indians , 2008 , 2 , 9.67 , 7.45 , 0.18 , 0 - 2 , 0.35 - 0.97 , -1.39
Cliff Lee , Indians , 2009 , 22 , 152.0 , 3.14 , 0.47 , 7 - 9 , 10.23 - 6.49 , -5.74
Fausto Carmona , Indians , 2009 , 24 , 125.34 , 6.32 , 0.24 , 5 - 12 , 5.84 - 10.91 , -1.92
Carl Pavano , Indians , 2009 , 21 , 125.67 , 5.37 , 0.31 , 9 - 8 , 6.56 - 8.9 , 3.34
Scott Lewis , Indians , 2009 , 1 , 4.33 , 8.31 , 0.0 , 0 - 0 , 0.0 - 0.6 , 0.6
Anthony Reyes , Indians , 2009 , 8 , 38.33 , 6.57 , 0.18 , 1 - 1 , 1.48 - 3.53 , 2.05
Aaron Laffey , Indians , 2009 , 19 , 109.32 , 4.53 , 0.34 , 6 - 8 , 6.5 - 6.88 , -1.63
Jeremy Sowers , Indians , 2009 , 22 , 118.33 , 5.48 , 0.26 , 5 - 11 , 5.83 - 9.34 , -2.48
David Huff , Indians , 2009 , 23 , 128.33 , 5.61 , 0.26 , 11 - 8 , 5.87 - 9.92 , 7.05
Zach Jackson , Indians , 2009 , 1 , 4.0 , 13.5 , 0.0 , 0 - 0 , 0.0 - 0.79 , 0.79
Tomo Ohka , Indians , 2009 , 6 , 32.67 , 7.44 , 0.17 , 0 - 5 , 1.04 - 3.37 , -2.67
Justin Masterson , Indians , 2009 , 10 , 54.33 , 4.8 , 0.29 , 1 - 7 , 2.95 - 3.88 , -5.07
Carlos Carrasco , Indians , 2009 , 5 , 22.33 , 8.87 , 0.09 , 0 - 4 , 0.47 - 2.86 , -1.61
Jake Westbrook , Indians , 2010 , 21 , 127.68 , 4.65 , 0.31 , 6 - 7 , 6.52 - 8.26 , 0.73
Fausto Carmona , Indians , 2010 , 33 , 210.34 , 3.77 , 0.39 , 13 - 14 , 12.94 - 10.7 , -3.24
Justin Masterson , Indians , 2010 , 29 , 169.33 , 4.78 , 0.31 , 6 - 12 , 9.07 - 10.82 , -4.24
David Huff , Indians , 2010 , 15 , 79.66 , 6.21 , 0.23 , 2 - 11 , 3.49 - 7.03 , -5.45
Mitch Talbot , Indians , 2010 , 28 , 159.34 , 4.41 , 0.31 , 10 - 13 , 8.62 - 10.52 , -1.1
Aaron Laffey , Indians , 2010 , 5 , 25.0 , 3.6 , 0.28 , 2 - 2 , 1.4 - 1.49 , 0.09
Jeanmar Gomez , Indians , 2010 , 11 , 57.67 , 4.68 , 0.34 , 4 - 5 , 3.77 - 3.67 , -1.11
Josh Tomlin , Indians , 2010 , 12 , 73.0 , 4.56 , 0.34 , 6 - 4 , 4.02 - 4.3 , 2.27
Carlos Carrasco , Indians , 2010 , 7 , 44.66 , 3.83 , 0.35 , 2 - 2 , 2.47 - 2.33 , -0.14
Justin Germano , Indians , 2010 , 1 , 2.0 , 22.5 , 0.0 , 0 - 1 , 0.0 - 0.75 , -0.25
Fausto Carmona , Indians , 2011 , 32 , 188.65 , 5.25 , 0.3 , 7 - 15 , 9.7 - 13.28 , -4.42
Carlos Carrasco , Indians , 2011 , 21 , 124.65 , 4.62 , 0.31 , 8 - 9 , 6.54 - 8.13 , 0.6
Justin Masterson , Indians , 2011 , 33 , 215.01 , 3.22 , 0.41 , 12 - 10 , 13.45 - 9.77 , -1.68
Josh Tomlin , Indians , 2011 , 26 , 165.34 , 4.25 , 0.35 , 12 - 7 , 8.97 - 9.34 , 5.37
Mitch Talbot , Indians , 2011 , 12 , 63.66 , 6.64 , 0.24 , 2 - 6 , 2.85 - 5.7 , -1.15
Jeanmar Gomez , Indians , 2011 , 10 , 55.33 , 4.55 , 0.34 , 5 - 3 , 3.45 - 3.4 , 1.95
Alex White , Indians , 2011 , 3 , 15.0 , 3.6 , 0.23 , 1 - 0 , 0.68 - 0.81 , 1.13
Zachary McAllister , Indians , 2011 , 4 , 17.66 , 6.12 , 0.24 , 0 - 1 , 0.95 - 1.59 , -0.36
David Huff , Indians , 2011 , 10 , 50.67 , 4.09 , 0.34 , 2 - 6 , 3.4 - 3.28 , -4.12
Ubaldo Jimenez , Indians , 2011 , 11 , 65.33 , 5.1 , 0.3 , 4 - 4 , 3.33 - 4.58 , 1.26
Justin Masterson , Indians , 2012 , 34 , 206.34 , 4.93 , 0.33 , 11 - 15 , 11.11 - 13.84 , -1.27
Ubaldo Jimenez , Indians , 2012 , 31 , 176.67 , 5.4 , 0.28 , 9 - 17 , 8.72 - 12.98 , -3.73
Derek Lowe , Indians , 2012 , 21 , 119.0 , 5.52 , 0.33 , 8 - 10 , 6.9 - 8.6 , -0.3
Josh Tomlin , Indians , 2012 , 16 , 91.34 , 5.71 , 0.26 , 5 - 8 , 4.23 - 7.22 , -0.01
Jeanmar Gomez , Indians , 2012 , 17 , 86.67 , 6.23 , 0.23 , 5 - 8 , 3.89 - 7.73 , 0.84
Zachary McAllister , Indians , 2012 , 22 , 125.34 , 4.24 , 0.31 , 6 - 8 , 6.77 - 7.69 , -1.08
Corey Kluber , Indians , 2012 , 12 , 63.0 , 5.14 , 0.28 , 2 - 5 , 3.36 - 4.66 , -1.7
Chris Seddon , Indians , 2012 , 2 , 10.33 , 5.23 , 0.2 , 0 - 1 , 0.4 - 0.84 , -0.56
Fausto Carmona , Indians , 2012 , 3 , 14.33 , 7.54 , 0.11 , 0 - 3 , 0.32 - 1.67 , -1.66
David Huff , Indians , 2012 , 4 , 20.67 , 4.35 , 0.2 , 2 - 1 , 0.8 - 1.48 , 1.67
Justin Masterson , Indians , 2013 , 29 , 189.34 , 3.52 , 0.43 , 14 - 10 , 12.34 - 9.16 , 0.82
Ubaldo Jimenez , Indians , 2013 , 32 , 182.67 , 3.3 , 0.4 , 13 - 9 , 12.81 - 8.63 , -0.18
Brett Myers , Indians , 2013 , 3 , 16.0 , 6.75 , 0.23 , 0 - 3 , 0.7 - 1.38 , -2.31
Zachary McAllister , Indians , 2013 , 24 , 134.32 , 3.75 , 0.33 , 9 - 9 , 7.91 - 7.28 , -0.63
Trevor Bauer , Indians , 2013 , 4 , 17.0 , 5.29 , 0.31 , 1 - 2 , 1.24 - 1.41 , -0.83
Carlos Carrasco , Indians , 2013 , 7 , 33.0 , 9.0 , 0.09 , 0 - 4 , 0.66 - 4.34 , -0.33
Scott Kazmir , Indians , 2013 , 29 , 158.0 , 4.04 , 0.35 , 10 - 9 , 10.29 - 9.29 , -0.0
Corey Kluber , Indians , 2013 , 24 , 142.34 , 3.92 , 0.35 , 10 - 5 , 8.44 - 7.57 , 4.14
Danny Dariel Salazar , Indians , 2013 , 10 , 52.0 , 3.12 , 0.25 , 2 - 3 , 2.51 - 2.7 , -0.81
Justin Masterson , Indians , 2014 , 19 , 97.99 , 5.51 , 0.25 , 4 - 6 , 4.81 - 8.1 , 1.29
Corey Kluber , Indians , 2014 , 34 , 235.66 , 2.44 , 0.5 , 18 - 9 , 17.03 - 8.27 , 0.23
Zachary McAllister , Indians , 2014 , 15 , 72.99 , 5.67 , 0.26 , 3 - 7 , 3.86 - 6.22 , -1.64
Danny Dariel Salazar , Indians , 2014 , 20 , 110.01 , 4.25 , 0.32 , 6 - 8 , 6.34 - 6.9 , -1.44
Carlos Carrasco , Indians , 2014 , 14 , 91.01 , 2.67 , 0.48 , 5 - 6 , 6.69 - 3.47 , -4.22
Trevor Bauer , Indians , 2014 , 26 , 152.99 , 4.18 , 0.31 , 5 - 8 , 7.98 - 9.39 , -1.58
Josh Tomlin , Indians , 2014 , 16 , 93.33 , 4.53 , 0.31 , 4 - 8 , 5.03 - 6.13 , -2.89
T.J. House , Indians , 2014 , 18 , 101.0 , 3.39 , 0.38 , 5 - 3 , 6.76 - 4.89 , 0.13
Corey Kluber , Indians , 2015 , 32 , 222.01 , 3.49 , 0.42 , 9 - 16 , 13.35 - 10.82 , -9.53
Carlos Carrasco , Indians , 2015 , 30 , 183.68 , 3.63 , 0.4 , 14 - 12 , 11.91 - 10.0 , 0.09
