Name, Team, Year, IP, ER, Decision, Earned Wins, Earned Losses
Greg Swindell , Indians , 1989 , 8.33 , 1 , W , 0.64 , 0.15
Bud Black , Indians , 1989 , 7.67 , 2 , L , 0.56 , 0.17
Rich Yett , Indians , 1989 , 8.33 , 2 , W , 0.49 , 0.3
Greg Swindell , Indians , 1989 , 7.0 , 1 , W , 0.59 , 0.11
Tom Candiotti , Indians , 1989 , 7.0 , 1 , W , 0.59 , 0.11
Joe Skalski , Indians , 1989 , 5.0 , 3 , L , 0.25 , 0.36
Bud Black , Indians , 1989 , 5.33 , 4 , W , 0.17 , 0.5
Rich Yett , Indians , 1989 , 2.33 , 5 , L , 0.0 , 0.75
Greg Swindell , Indians , 1989 , 5.67 , 3 , N , 0.29 , 0.35
Tom Candiotti , Indians , 1989 , 8.0 , 5 , L , 0.2 , 0.67
John Farrell , Indians , 1989 , 4.67 , 3 , N , 0.0 , 0.5
Bud Black , Indians , 1989 , 3.0 , 7 , L , 0.0 , 0.84
Rich Yett , Indians , 1989 , 7.67 , 4 , L , 0.32 , 0.44
Greg Swindell , Indians , 1989 , 7.0 , 3 , N , 0.34 , 0.37
Tom Candiotti , Indians , 1989 , 6.0 , 0 , N , 0.66 , 0.04
John Farrell , Indians , 1989 , 5.33 , 4 , L , 0.17 , 0.5
Bud Black , Indians , 1989 , 6.0 , 3 , L , 0.29 , 0.36
Rich Yett , Indians , 1989 , 1.33 , 4 , N , 0.0 , 0.73
Greg Swindell , Indians , 1989 , 8.0 , 2 , N , 0.49 , 0.3
Tom Candiotti , Indians , 1989 , 6.0 , 6 , W , 0.08 , 0.74
John Farrell , Indians , 1989 , 8.67 , 1 , W , 0.81 , 0.07
Bud Black , Indians , 1989 , 8.0 , 2 , L , 0.49 , 0.3
Rich Yett , Indians , 1989 , 5.33 , 1 , W , 0.47 , 0.13
Greg Swindell , Indians , 1989 , 7.33 , 3 , W , 0.34 , 0.37
Tom Candiotti , Indians , 1989 , 9.0 , 2 , W , 0.8 , 0.13
John Farrell , Indians , 1989 , 8.0 , 0 , W , 0.76 , 0.04
Bud Black , Indians , 1989 , 6.67 , 1 , N , 0.62 , 0.09
Greg Swindell , Indians , 1989 , 7.0 , 1 , N , 0.59 , 0.11
Rich Yett , Indians , 1989 , 6.67 , 1 , W , 0.62 , 0.09
Tom Candiotti , Indians , 1989 , 7.33 , 3 , L , 0.34 , 0.37
John Farrell , Indians , 1989 , 8.0 , 3 , L , 0.36 , 0.45
Bud Black , Indians , 1989 , 5.33 , 5 , L , 0.1 , 0.62
Greg Swindell , Indians , 1989 , 9.0 , 1 , W , 0.89 , 0.05
