Name, Team, Year, IP, ER, Decision, Earned Wins, Earned Losses
Jose Rijo , Reds , 1993 , 8.0 , 0 , W , 0.76 , 0.04
John Smiley , Reds , 1993 , 7.0 , 2 , L , 0.46 , 0.23
Tim Belcher , Reds , 1993 , 3.0 , 6 , N , 0.0 , 0.77
Tom Browning , Reds , 1993 , 2.33 , 8 , L , 0.0 , 0.89
Jose Rijo , Reds , 1993 , 7.33 , 1 , N , 0.59 , 0.11
Tim Pugh , Reds , 1993 , 7.0 , 1 , W , 0.59 , 0.11
John Smiley , Reds , 1993 , 5.0 , 4 , N , 0.17 , 0.5
Tim Belcher , Reds , 1993 , 5.0 , 4 , L , 0.17 , 0.5
Tom Browning , Reds , 1993 , 4.67 , 5 , L , 0.0 , 0.66
Jose Rijo , Reds , 1993 , 7.0 , 3 , L , 0.34 , 0.37
John Smiley , Reds , 1993 , 6.0 , 2 , L , 0.4 , 0.23
Tim Pugh , Reds , 1993 , 6.0 , 2 , N , 0.4 , 0.23
Tim Belcher , Reds , 1993 , 9.0 , 0 , W , 0.96 , 0.01
Jose Rijo , Reds , 1993 , 5.67 , 5 , N , 0.13 , 0.61
John Smiley , Reds , 1993 , 5.67 , 5 , L , 0.13 , 0.61
Tim Pugh , Reds , 1993 , 5.0 , 4 , L , 0.17 , 0.5
Tom Browning , Reds , 1993 , 7.0 , 2 , W , 0.46 , 0.23
Tim Belcher , Reds , 1993 , 8.33 , 2 , L , 0.49 , 0.3
Jose Rijo , Reds , 1993 , 7.0 , 0 , W , 0.73 , 0.04
John Smiley , Reds , 1993 , 5.0 , 3 , N , 0.25 , 0.36
Tim Pugh , Reds , 1993 , 7.0 , 1 , W , 0.59 , 0.11
Tim Belcher , Reds , 1993 , 3.33 , 6 , L , 0.0 , 0.77
Jose Rijo , Reds , 1993 , 7.0 , 4 , W , 0.25 , 0.5
John Smiley , Reds , 1993 , 2.67 , 4 , L , 0.0 , 0.65
Tim Pugh , Reds , 1993 , 3.33 , 5 , L , 0.0 , 0.69
Tom Browning , Reds , 1993 , 6.0 , 2 , W , 0.4 , 0.23
Tim Belcher , Reds , 1993 , 7.0 , 2 , N , 0.46 , 0.23
Jose Rijo , Reds , 1993 , 6.0 , 4 , W , 0.19 , 0.5
John Smiley , Reds , 1993 , 3.0 , 7 , L , 0.0 , 0.84
Tim Pugh , Reds , 1993 , 5.0 , 5 , L , 0.1 , 0.62
Tom Browning , Reds , 1993 , 6.0 , 3 , W , 0.29 , 0.36
Tim Belcher , Reds , 1993 , 2.33 , 2 , N , 0.0 , 0.43
Jose Rijo , Reds , 1993 , 5.0 , 2 , W , 0.35 , 0.24
John Smiley , Reds , 1993 , 9.0 , 1 , W , 0.89 , 0.05
Tim Pugh , Reds , 1993 , 7.0 , 3 , W , 0.34 , 0.37
Tom Browning , Reds , 1993 , 6.0 , 3 , N , 0.29 , 0.36
John Roper , Reds , 1993 , 6.0 , 1 , W , 0.51 , 0.11
