Name, Team, Year, IP, ER, Decision, Earned Wins, Earned Losses
Steve Barber , Orioles , 1966 , 6.33 , 3 , N , 0.29 , 0.36
Jim Palmer , Orioles , 1966 , 9.0 , 1 , W , 0.89 , 0.05
Wally Bunker , Orioles , 1966 , 8.0 , 3 , L , 0.36 , 0.45
Dave McNally , Orioles , 1966 , 7.33 , 2 , W , 0.46 , 0.23
Steve Barber , Orioles , 1966 , 6.0 , 2 , N , 0.4 , 0.23
Jim Palmer , Orioles , 1966 , 4.33 , 6 , N , 0.0 , 0.79
Wally Bunker , Orioles , 1966 , 7.33 , 3 , W , 0.34 , 0.37
Dave McNally , Orioles , 1966 , 6.67 , 3 , W , 0.36 , 0.33
Steve Barber , Orioles , 1966 , 9.0 , 1 , W , 0.89 , 0.05
Jim Palmer , Orioles , 1966 , 5.33 , 3 , W , 0.25 , 0.36
Wally Bunker , Orioles , 1966 , 9.0 , 1 , W , 0.89 , 0.05
Dave McNally , Orioles , 1966 , 6.33 , 2 , W , 0.4 , 0.23
Steve Barber , Orioles , 1966 , 7.33 , 1 , W , 0.59 , 0.11
Jim Palmer , Orioles , 1966 , 7.0 , 3 , L , 0.34 , 0.37
Wally Bunker , Orioles , 1966 , 2.0 , 2 , L , 0.0 , 0.43
Dave McNally , Orioles , 1966 , 10.0 , 1 , N , 0.46 , 0.05
Steve Barber , Orioles , 1966 , 3.0 , 0 , N , 0.0 , 0.02
Jim Palmer , Orioles , 1966 , 9.0 , 0 , W , 0.96 , 0.01
Wally Bunker , Orioles , 1966 , 3.67 , 3 , N , 0.0 , 0.51
John Miller , Orioles , 1966 , 6.33 , 2 , N , 0.4 , 0.23
Dave McNally , Orioles , 1966 , 7.67 , 2 , N , 0.56 , 0.17
Frank Bertaina , Orioles , 1966 , 4.33 , 2 , N , 0.0 , 0.38
Jim Palmer , Orioles , 1966 , 7.67 , 1 , N , 0.72 , 0.08
Wally Bunker , Orioles , 1966 , 8.0 , 2 , L , 0.49 , 0.3
John Miller , Orioles , 1966 , 8.0 , 0 , N , 0.76 , 0.04
Dave McNally , Orioles , 1966 , 8.0 , 2 , L , 0.49 , 0.3
Frank Bertaina , Orioles , 1966 , 2.67 , 1 , N , 0.0 , 0.28
Jim Palmer , Orioles , 1966 , 10.0 , 2 , L , 0.29 , 0.23
Steve Barber , Orioles , 1966 , 7.0 , 3 , L , 0.34 , 0.37
Wally Bunker , Orioles , 1966 , 6.0 , 3 , W , 0.29 , 0.36
Dave McNally , Orioles , 1966 , 2.0 , 4 , L , 0.0 , 0.59
John Miller , Orioles , 1966 , 3.33 , 6 , L , 0.0 , 0.77
Frank Bertaina , Orioles , 1966 , 6.0 , 1 , L , 0.51 , 0.11
Jim Palmer , Orioles , 1966 , 5.0 , 4 , W , 0.17 , 0.5
Steve Barber , Orioles , 1966 , 7.0 , 2 , L , 0.46 , 0.23
Dave McNally , Orioles , 1966 , 5.0 , 1 , W , 0.47 , 0.13
Wally Bunker , Orioles , 1966 , 6.67 , 2 , W , 0.53 , 0.18
