Name, Team, Year, IP, ER, Decision, Earned Wins, Earned Losses
Fergie Jenkins , Rangers , 1975 , 1.67 , 5 , L , 0.0 , 0.73
Jim Bibby , Rangers , 1975 , 9.0 , 2 , L , 0.8 , 0.13
Jackie Brown , Rangers , 1975 , 6.33 , 2 , N , 0.4 , 0.23
Bill Hands , Rangers , 1975 , 6.67 , 2 , L , 0.53 , 0.18
Fergie Jenkins , Rangers , 1975 , 7.0 , 5 , L , 0.18 , 0.64
Clyde Wright , Rangers , 1975 , 6.33 , 5 , N , 0.13 , 0.61
Jim Bibby , Rangers , 1975 , 0.33 , 3 , N , 0.0 , 0.74
Fergie Jenkins , Rangers , 1975 , 7.67 , 1 , W , 0.72 , 0.08
Jackie Brown , Rangers , 1975 , 5.0 , 5 , L , 0.1 , 0.62
Bill Hands , Rangers , 1975 , 7.67 , 4 , L , 0.32 , 0.44
Steve Hargan , Rangers , 1975 , 9.0 , 2 , L , 0.8 , 0.13
Jim Bibby , Rangers , 1975 , 5.33 , 6 , L , 0.08 , 0.7
Fergie Jenkins , Rangers , 1975 , 9.0 , 1 , W , 0.89 , 0.05
Clyde Wright , Rangers , 1975 , 6.33 , 2 , L , 0.4 , 0.23
Jackie Brown , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Bill Hands , Rangers , 1975 , 6.0 , 2 , W , 0.4 , 0.23
Fergie Jenkins , Rangers , 1975 , 9.0 , 2 , W , 0.8 , 0.13
Jim Bibby , Rangers , 1975 , 7.67 , 2 , W , 0.56 , 0.17
Clyde Wright , Rangers , 1975 , 7.0 , 0 , N , 0.73 , 0.04
Steve Hargan , Rangers , 1975 , 9.0 , 2 , W , 0.8 , 0.13
Jackie Brown , Rangers , 1975 , 4.67 , 4 , L , 0.0 , 0.6
Bill Hands , Rangers , 1975 , 8.33 , 0 , W , 0.76 , 0.04
Fergie Jenkins , Rangers , 1975 , 9.0 , 3 , W , 0.7 , 0.23
Jim Bibby , Rangers , 1975 , 7.0 , 4 , L , 0.25 , 0.5
Clyde Wright , Rangers , 1975 , 3.67 , 4 , L , 0.0 , 0.62
Steve Hargan , Rangers , 1975 , 9.0 , 2 , W , 0.8 , 0.13
Jackie Brown , Rangers , 1975 , 9.0 , 1 , W , 0.89 , 0.05
Bill Hands , Rangers , 1975 , 9.0 , 2 , W , 0.8 , 0.13
Fergie Jenkins , Rangers , 1975 , 5.0 , 5 , W , 0.1 , 0.62
Jim Bibby , Rangers , 1975 , 5.0 , 0 , W , 0.59 , 0.05
Clyde Wright , Rangers , 1975 , 7.33 , 2 , N , 0.46 , 0.23
Steve Hargan , Rangers , 1975 , 9.0 , 4 , L , 0.55 , 0.37
Bill Hands , Rangers , 1975 , 9.0 , 3 , W , 0.7 , 0.23
Jackie Brown , Rangers , 1975 , 3.33 , 3 , L , 0.0 , 0.47
Fergie Jenkins , Rangers , 1975 , 7.0 , 2 , N , 0.46 , 0.23
Jim Bibby , Rangers , 1975 , 2.0 , 4 , N , 0.0 , 0.59
Steve Hargan , Rangers , 1975 , 5.67 , 4 , W , 0.17 , 0.51
Bill Hands , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Fergie Jenkins , Rangers , 1975 , 5.33 , 7 , L , 0.05 , 0.78
Clyde Wright , Rangers , 1975 , 1.67 , 2 , L , 0.0 , 0.5
Jim Bibby , Rangers , 1975 , 8.0 , 5 , L , 0.2 , 0.67
Steve Hargan , Rangers , 1975 , 6.33 , 2 , N , 0.4 , 0.23
Fergie Jenkins , Rangers , 1975 , 9.0 , 4 , L , 0.55 , 0.37
Clyde Wright , Rangers , 1975 , 7.0 , 3 , N , 0.34 , 0.37
Jim Bibby , Rangers , 1975 , 7.0 , 4 , N , 0.25 , 0.5
Bill Hands , Rangers , 1975 , 6.33 , 6 , L , 0.08 , 0.74
Fergie Jenkins , Rangers , 1975 , 4.33 , 6 , L , 0.0 , 0.79
Steve Hargan , Rangers , 1975 , 4.33 , 6 , L , 0.0 , 0.79
Jim Bibby , Rangers , 1975 , 6.33 , 1 , N , 0.51 , 0.11
Fergie Jenkins , Rangers , 1975 , 8.0 , 6 , L , 0.17 , 0.73
Steve Hargan , Rangers , 1975 , 8.0 , 2 , N , 0.49 , 0.3
Jim Bibby , Rangers , 1975 , 8.0 , 3 , L , 0.36 , 0.45
Jackie Brown , Rangers , 1975 , 2.67 , 4 , N , 0.0 , 0.65
Bill Hands , Rangers , 1975 , 2.67 , 0 , N , 0.0 , 0.12
Fergie Jenkins , Rangers , 1975 , 9.0 , 3 , W , 0.7 , 0.23
Steve Hargan , Rangers , 1975 , 6.0 , 5 , N , 0.13 , 0.61
Jim Bibby , Rangers , 1975 , 2.67 , 4 , L , 0.0 , 0.65
Jim Umbarger , Rangers , 1975 , 8.33 , 1 , W , 0.64 , 0.15
Fergie Jenkins , Rangers , 1975 , 9.0 , 1 , W , 0.89 , 0.05
Gaylord Perry , Rangers , 1975 , 6.0 , 5 , L , 0.13 , 0.61
Jim Umbarger , Rangers , 1975 , 0.33 , 3 , L , 0.0 , 0.74
Fergie Jenkins , Rangers , 1975 , 9.0 , 3 , W , 0.7 , 0.23
Steve Hargan , Rangers , 1975 , 0.33 , 2 , N , 0.0 , 0.53
Gaylord Perry , Rangers , 1975 , 5.0 , 8 , N , 0.03 , 0.84
Jim Umbarger , Rangers , 1975 , 2.33 , 4 , L , 0.0 , 0.59
Clyde Wright , Rangers , 1975 , 7.0 , 3 , N , 0.34 , 0.37
Fergie Jenkins , Rangers , 1975 , 8.0 , 0 , L , 0.76 , 0.04
Steve Hargan , Rangers , 1975 , 11.33 , 0 , N , 0.37 , 0.03
Gaylord Perry , Rangers , 1975 , 5.0 , 6 , L , 0.08 , 0.7
Mike Bacsik , Rangers , 1975 , 6.33 , 4 , L , 0.19 , 0.5
Fergie Jenkins , Rangers , 1975 , 8.0 , 7 , L , 0.11 , 0.72
Steve Hargan , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Bill Hands , Rangers , 1975 , 6.0 , 4 , N , 0.19 , 0.5
Gaylord Perry , Rangers , 1975 , 6.0 , 5 , L , 0.13 , 0.61
Mike Bacsik , Rangers , 1975 , 5.67 , 2 , W , 0.42 , 0.19
Fergie Jenkins , Rangers , 1975 , 8.67 , 4 , W , 0.45 , 0.36
Gaylord Perry , Rangers , 1975 , 9.0 , 6 , L , 0.5 , 0.44
Bill Hands , Rangers , 1975 , 2.0 , 4 , L , 0.0 , 0.59
Mike Bacsik , Rangers , 1975 , 2.0 , 4 , L , 0.0 , 0.59
Steve Hargan , Rangers , 1975 , 9.0 , 2 , W , 0.8 , 0.13
Fergie Jenkins , Rangers , 1975 , 8.0 , 4 , L , 0.25 , 0.58
Clyde Wright , Rangers , 1975 , 7.33 , 2 , W , 0.46 , 0.23
Gaylord Perry , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Bill Hands , Rangers , 1975 , 8.0 , 5 , L , 0.2 , 0.67
Steve Hargan , Rangers , 1975 , 6.0 , 4 , L , 0.19 , 0.5
Fergie Jenkins , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Gaylord Perry , Rangers , 1975 , 8.67 , 4 , L , 0.45 , 0.36
Bill Hands , Rangers , 1975 , 4.67 , 4 , N , 0.0 , 0.6
Fergie Jenkins , Rangers , 1975 , 5.33 , 8 , L , 0.03 , 0.84
Steve Hargan , Rangers , 1975 , 2.33 , 4 , L , 0.0 , 0.59
Fergie Jenkins , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Gaylord Perry , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Bill Hands , Rangers , 1975 , 5.67 , 2 , L , 0.42 , 0.19
Clyde Wright , Rangers , 1975 , 7.67 , 4 , W , 0.32 , 0.44
Steve Hargan , Rangers , 1975 , 9.0 , 2 , L , 0.8 , 0.13
Fergie Jenkins , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Gaylord Perry , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Bill Hands , Rangers , 1975 , 6.67 , 2 , N , 0.53 , 0.18
Clyde Wright , Rangers , 1975 , 2.0 , 4 , L , 0.0 , 0.59
Stan Thomas , Rangers , 1975 , 3.0 , 3 , L , 0.0 , 0.47
Fergie Jenkins , Rangers , 1975 , 4.67 , 7 , L , 0.0 , 0.82
Gaylord Perry , Rangers , 1975 , 8.0 , 0 , L , 0.76 , 0.04
Bill Hands , Rangers , 1975 , 5.0 , 4 , N , 0.17 , 0.5
Steve Hargan , Rangers , 1975 , 9.0 , 1 , W , 0.89 , 0.05
Fergie Jenkins , Rangers , 1975 , 8.0 , 1 , L , 0.64 , 0.15
Gaylord Perry , Rangers , 1975 , 9.0 , 1 , W , 0.89 , 0.05
Bill Hands , Rangers , 1975 , 5.0 , 1 , W , 0.47 , 0.13
Steve Hargan , Rangers , 1975 , 5.67 , 4 , N , 0.17 , 0.51
Fergie Jenkins , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Stan Perzanowski , Rangers , 1975 , 9.0 , 2 , L , 0.8 , 0.13
Clyde Wright , Rangers , 1975 , 9.0 , 2 , W , 0.8 , 0.13
Gaylord Perry , Rangers , 1975 , 9.0 , 1 , W , 0.89 , 0.05
Jim Umbarger , Rangers , 1975 , 4.67 , 4 , L , 0.0 , 0.6
Steve Hargan , Rangers , 1975 , 6.67 , 3 , W , 0.36 , 0.33
Fergie Jenkins , Rangers , 1975 , 9.0 , 2 , W , 0.8 , 0.13
Bill Hands , Rangers , 1975 , 2.0 , 5 , L , 0.0 , 0.75
Gaylord Perry , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Stan Perzanowski , Rangers , 1975 , 6.0 , 2 , W , 0.4 , 0.23
Fergie Jenkins , Rangers , 1975 , 6.33 , 5 , N , 0.13 , 0.61
Steve Hargan , Rangers , 1975 , 5.67 , 2 , N , 0.42 , 0.19
Clyde Wright , Rangers , 1975 , 4.67 , 6 , L , 0.0 , 0.73
Gaylord Perry , Rangers , 1975 , 9.0 , 1 , W , 0.89 , 0.05
Stan Perzanowski , Rangers , 1975 , 6.67 , 3 , L , 0.36 , 0.33
Steve Hargan , Rangers , 1975 , 5.0 , 3 , L , 0.25 , 0.36
Fergie Jenkins , Rangers , 1975 , 8.0 , 3 , L , 0.36 , 0.45
Jim Umbarger , Rangers , 1975 , 6.33 , 1 , W , 0.51 , 0.11
Gaylord Perry , Rangers , 1975 , 11.0 , 2 , N , 0.29 , 0.23
Stan Perzanowski , Rangers , 1975 , 2.67 , 4 , L , 0.0 , 0.65
Fergie Jenkins , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Steve Hargan , Rangers , 1975 , 3.0 , 3 , N , 0.0 , 0.47
Jim Umbarger , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Gaylord Perry , Rangers , 1975 , 10.0 , 2 , W , 0.29 , 0.23
Fergie Jenkins , Rangers , 1975 , 7.0 , 1 , W , 0.59 , 0.11
Steve Hargan , Rangers , 1975 , 3.33 , 3 , L , 0.0 , 0.47
Jim Umbarger , Rangers , 1975 , 9.0 , 3 , W , 0.7 , 0.23
Gaylord Perry , Rangers , 1975 , 9.0 , 4 , L , 0.55 , 0.37
Fergie Jenkins , Rangers , 1975 , 5.33 , 3 , L , 0.25 , 0.36
Steve Hargan , Rangers , 1975 , 3.0 , 4 , L , 0.0 , 0.62
Stan Perzanowski , Rangers , 1975 , 3.0 , 3 , N , 0.0 , 0.47
Jim Umbarger , Rangers , 1975 , 7.0 , 2 , N , 0.46 , 0.23
Gaylord Perry , Rangers , 1975 , 9.0 , 1 , W , 0.89 , 0.05
Fergie Jenkins , Rangers , 1975 , 8.0 , 2 , L , 0.49 , 0.3
Clyde Wright , Rangers , 1975 , 4.67 , 3 , L , 0.0 , 0.5
Steve Hargan , Rangers , 1975 , 5.67 , 4 , L , 0.17 , 0.51
Jim Umbarger , Rangers , 1975 , 9.0 , 0 , W , 0.96 , 0.01
Stan Perzanowski , Rangers , 1975 , 8.0 , 2 , W , 0.49 , 0.3
Gaylord Perry , Rangers , 1975 , 9.0 , 4 , W , 0.55 , 0.37
Fergie Jenkins , Rangers , 1975 , 9.0 , 5 , L , 0.47 , 0.49
Jim Umbarger , Rangers , 1975 , 3.67 , 5 , N , 0.0 , 0.69
Jim Gideon , Rangers , 1975 , 5.67 , 5 , N , 0.13 , 0.61
Gaylord Perry , Rangers , 1975 , 7.33 , 6 , L , 0.15 , 0.69
Fergie Jenkins , Rangers , 1975 , 2.33 , 6 , L , 0.0 , 0.82
David Clyde , Rangers , 1975 , 7.0 , 2 , L , 0.46 , 0.23
Jim Umbarger , Rangers , 1975 , 6.0 , 3 , L , 0.29 , 0.36
Steve Hargan , Rangers , 1975 , 6.0 , 3 , W , 0.29 , 0.36
Fergie Jenkins , Rangers , 1975 , 9.0 , 2 , W , 0.8 , 0.13
Gaylord Perry , Rangers , 1975 , 9.0 , 2 , W , 0.8 , 0.13
Stan Perzanowski , Rangers , 1975 , 7.0 , 1 , N , 0.59 , 0.11
Jim Umbarger , Rangers , 1975 , 2.0 , 3 , L , 0.0 , 0.56
Fergie Jenkins , Rangers , 1975 , 1.33 , 4 , L , 0.0 , 0.73
Gaylord Perry , Rangers , 1975 , 9.0 , 4 , W , 0.55 , 0.37
Stan Perzanowski , Rangers , 1975 , 8.67 , 1 , W , 0.81 , 0.07
